t,v_ref,w_ref,v,w,omega_L,omega_R,u_L,u_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
48384807,1.50,0.10,-0.01,0.00,0.60,0.04,2.18,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
89295476,1.50,0.10,-0.01,0.00,0.48,0.03,2.18,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
123395783,1.02,0.10,0.01,0.00,0.58,0.03,2.09,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
164314699,1.02,0.10,-0.00,0.00,0.46,0.02,2.09,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
205731522,1.02,0.12,-0.01,0.00,0.37,0.02,2.51,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
239826185,1.02,0.10,0.00,0.00,0.29,0.03,2.28,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
