t,v_ref,w_ref,v,w,u_L,u_R,omega_L,omega_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
14780061,0.35,2.50,0.30,2.76,11.49,21.07,8.67,19.25,173.54,320.20,15.11,0.00,15.20,0.00,-2.81,-1.82
14821292,0.35,2.50,0.34,2.62,11.49,21.07,10.48,21.30,173.59,320.24,15.11,0.00,15.20,0.00,-1.00,0.23
14831555,0.35,2.50,0.34,2.56,11.49,21.07,10.48,21.30,173.59,320.23,15.11,0.00,15.20,0.00,-1.00,0.23
14841831,0.35,2.50,0.49,2.36,11.49,21.07,13.29,21.23,173.11,320.22,15.10,0.02,15.20,0.00,12.81,0.16
14852043,0.35,2.50,0.49,2.51,11.49,21.07,13.29,21.23,172.62,320.21,15.10,0.03,15.20,0.00,12.81,0.16
14893389,0.35,2.50,0.46,2.62,11.49,21.07,12.84,22.80,171.64,319.94,15.07,0.07,15.19,0.01,8.36,1.73
14903894,0.35,2.50,0.46,2.54,11.49,21.07,12.84,22.80,171.41,319.85,15.06,0.08,15.19,0.01,8.36,1.73
14914331,0.35,2.50,0.35,2.41,11.49,21.07,11.21,21.48,172.10,319.84,15.06,0.08,15.19,0.01,-0.28,0.41
14924552,0.35,2.50,0.35,2.59,11.49,21.07,11.21,21.48,172.10,319.82,15.06,0.08,15.19,0.01,-0.28,0.41
14975851,0.35,2.50,0.35,2.74,11.49,21.07,10.95,21.70,172.14,319.52,15.06,0.08,15.18,0.02,-0.53,0.63
14986263,0.35,2.50,0.35,2.56,11.49,21.07,10.95,21.53,172.15,319.50,15.06,0.08,15.18,0.02,-0.53,0.46
14996480,0.35,2.50,0.35,2.49,11.49,21.07,10.95,21.53,172.16,319.48,15.06,0.08,15.18,0.02,-0.53,0.46
15006955,0.35,2.50,0.36,2.72,11.49,21.07,11.29,22.05,172.13,319.42,15.06,0.08,15.18,0.02,-0.20,0.98
15037636,0.35,2.50,0.36,2.77,11.49,21.07,11.29,22.37,172.14,319.23,15.06,0.08,15.17,0.02,-0.20,1.30
15048038,0.35,2.50,0.36,2.59,11.49,21.07,11.29,22.37,172.14,319.17,15.06,0.08,15.17,0.02,-0.20,1.30
15058398,0.35,2.50,0.34,2.37,11.49,21.07,10.96,20.87,172.17,319.21,15.06,0.08,15.17,0.02,-0.53,-0.20
15068656,0.35,2.50,0.34,2.55,11.49,21.07,10.96,20.87,172.18,319.22,15.06,0.08,15.17,0.02,-0.53,-0.20
15120047,0.35,2.50,0.36,2.25,11.49,21.07,11.47,22.02,172.15,318.99,15.06,0.08,15.17,0.03,-0.01,0.95
15130304,0.35,2.50,0.36,2.15,11.49,21.07,11.47,21.71,172.15,318.96,15.06,0.08,15.17,0.03,-0.01,0.64
15140602,0.35,2.50,0.36,2.42,11.49,21.07,11.47,21.71,172.15,318.93,15.06,0.08,15.17,0.03,-0.01,0.64
15151083,0.35,2.50,0.35,2.39,11.49,21.07,11.15,21.31,172.18,318.93,15.06,0.08,15.17,0.03,-0.33,0.23
15192305,0.35,2.50,0.36,2.26,11.49,21.07,11.34,21.68,172.18,318.84,15.07,0.08,15.16,0.03,-0.14,0.61
15202738,0.35,2.50,0.36,2.28,11.49,21.07,11.34,21.98,172.18,318.78,15.07,0.08,15.16,0.03,-0.14,0.91
15212928,0.35,2.50,0.36,2.23,11.49,21.07,11.34,21.98,172.18,318.74,15.07,0.08,15.16,0.03,-0.14,0.91
15223207,0.35,2.50,0.37,2.21,11.49,21.07,11.34,23.53,172.18,318.56,15.07,0.08,15.16,0.04,-0.14,2.46
15253984,0.35,2.50,0.36,2.28,11.49,21.07,12.19,21.14,172.10,318.51,15.06,0.08,15.16,0.04,0.71,0.07
15264248,0.35,2.50,0.53,2.38,11.49,21.07,12.19,21.73,172.09,316.44,15.06,0.08,15.14,0.07,0.71,15.66
15274661,0.35,2.50,0.72,2.65,11.49,21.07,12.19,22.03,172.08,309.19,15.06,0.08,15.10,0.16,0.71,33.96
15284935,0.35,2.50,0.72,2.63,11.49,21.07,11.50,22.03,172.13,303.19,15.06,0.08,15.05,0.26,0.01,33.96
15326246,0.35,2.50,0.34,2.15,11.49,21.07,11.26,20.36,172.13,311.90,15.06,0.08,15.05,0.26,0.01,-0.71
15336669,0.35,2.50,0.34,2.06,11.49,21.07,11.26,20.36,172.15,311.93,15.06,0.08,15.05,0.26,-0.23,-0.71
15346915,0.35,2.50,0.36,2.26,11.49,21.07,11.26,21.76,172.15,311.53,15.06,0.08,15.05,0.26,-0.23,0.69
15357110,0.35,2.50,0.36,2.00,11.49,21.07,11.26,21.76,172.15,311.49,15.06,0.08,15.05,0.26,-0.23,0.69
15408816,0.35,2.50,0.35,3.00,11.49,21.07,11.48,20.87,172.14,311.77,15.06,0.08,15.05,0.26,-0.01,-0.20
15419414,0.35,2.50,0.35,2.95,11.49,21.07,11.34,21.59,172.15,311.56,15.06,0.08,15.05,0.26,-0.14,0.51
15429648,0.35,2.50,0.35,2.66,11.49,21.07,11.34,21.59,172.15,311.53,15.06,0.08,15.05,0.26,-0.14,0.51
15439926,0.35,2.50,0.36,2.56,11.49,21.07,11.34,21.86,172.15,311.42,15.06,0.08,15.05,0.26,-0.14,0.79
15480874,0.35,2.50,0.36,2.44,11.49,21.07,11.98,21.22,172.09,311.50,15.06,0.08,15.05,0.26,0.49,0.15
15491361,0.35,2.50,0.36,2.55,11.49,21.07,11.98,21.14,172.09,311.51,15.06,0.08,15.05,0.26,0.49,0.07
15501703,0.35,2.50,0.36,2.60,11.49,21.07,11.98,21.14,172.08,311.51,15.06,0.08,15.05,0.26,0.49,0.07
15511970,0.35,2.50,0.35,2.68,11.49,21.07,10.61,21.57,172.19,311.51,15.06,0.08,15.05,0.26,-0.87,0.07
15553144,0.35,2.50,0.35,2.60,11.49,21.07,10.61,21.52,172.23,311.32,15.06,0.07,15.04,0.26,-0.87,0.45
15563788,0.35,2.50,0.36,2.47,11.49,21.07,11.52,21.50,172.16,311.30,15.06,0.07,15.04,0.26,0.04,0.43
15575868,0.35,2.50,0.36,2.50,11.49,21.07,11.52,21.50,172.16,311.28,15.06,0.07,15.04,0.27,0.04,0.43
15586263,0.35,2.50,0.36,2.49,11.49,21.07,11.52,21.53,172.16,311.26,15.06,0.07,15.04,0.27,0.04,0.43
15617249,0.35,2.50,0.34,2.66,11.49,21.07,10.70,20.63,172.23,311.46,15.06,0.07,15.04,0.27,-0.78,-0.44
15627516,0.35,2.50,0.34,2.82,11.49,21.07,10.70,20.63,172.24,311.48,15.06,0.07,15.04,0.27,-0.78,-0.44
15637923,0.35,2.50,0.35,2.48,11.49,21.07,10.70,21.64,172.25,311.19,15.07,0.07,15.04,0.27,-0.78,0.57
15648114,0.35,2.50,0.35,2.35,11.49,21.07,10.70,21.64,172.25,311.16,15.07,0.07,15.04,0.27,-0.78,0.57
15699783,0.35,2.50,0.36,1.96,11.49,21.07,11.63,21.50,172.27,311.15,15.07,0.07,15.04,0.27,-0.59,0.43
15710401,0.35,2.50,0.35,2.58,11.49,21.07,11.63,20.86,172.22,311.13,15.07,0.07,15.04,0.27,0.14,0.43
15720681,0.35,2.50,0.35,2.49,11.49,21.07,11.63,20.86,172.22,311.31,15.07,0.07,15.04,0.27,0.14,-0.21
15730880,0.35,2.50,0.35,2.45,11.49,21.07,11.63,20.86,172.21,311.32,15.07,0.07,15.04,0.27,0.14,-0.21
15762134,0.35,2.50,0.35,2.21,11.49,21.07,11.25,21.12,172.24,311.28,15.07,0.07,15.04,0.27,-0.24,-0.04
15772568,0.35,2.50,0.35,2.19,11.49,21.07,11.25,21.12,172.25,311.26,15.07,0.07,15.04,0.27,-0.24,0.05
15783005,0.35,2.50,0.35,1.99,11.49,21.07,11.25,21.58,172.25,311.25,15.07,0.07,15.04,0.27,-0.24,0.05
15793362,0.35,2.50,0.36,2.15,11.49,21.07,11.47,21.58,172.23,311.11,15.07,0.07,15.04,0.27,-0.01,0.51
15844874,0.35,2.50,0.36,2.54,11.49,21.07,10.96,22.14,172.28,310.79,15.07,0.07,15.04,0.27,-0.53,1.07
15855330,0.35,2.50,0.35,2.56,11.49,21.07,10.96,21.67,172.28,310.73,15.07,0.07,15.03,0.27,-0.53,1.07
15865573,0.35,2.50,0.35,2.73,11.49,21.07,10.96,21.67,172.29,310.83,15.07,0.07,15.03,0.27,-0.53,0.60
15875773,0.35,2.50,0.35,2.66,11.49,21.07,10.96,21.67,172.29,310.80,15.07,0.07,15.03,0.27,-0.53,0.60
15916887,0.35,2.50,0.34,2.33,11.49,21.07,11.42,20.58,172.27,311.03,15.07,0.07,15.03,0.28,-0.06,-0.49
15927155,0.35,2.50,0.34,2.54,11.49,21.07,11.42,20.58,172.27,311.05,15.07,0.07,15.03,0.28,-0.06,-0.49
15937431,0.35,2.50,0.35,2.09,11.49,21.07,11.40,21.44,172.27,310.79,15.07,0.07,15.03,0.28,-0.08,0.37
15947713,0.35,2.50,0.35,2.45,11.49,21.07,11.40,21.44,172.27,310.78,15.07,0.07,15.03,0.28,-0.08,0.37
15999096,0.35,2.50,0.34,2.61,11.49,21.07,10.77,20.51,172.34,311.13,15.07,0.07,15.03,0.27,-0.72,-0.56
16009657,0.35,2.50,0.34,2.33,11.49,21.07,10.77,20.74,172.34,311.08,15.07,0.07,15.03,0.27,-0.72,-0.33
16019857,0.35,2.50,0.34,2.54,11.49,21.07,10.77,20.74,172.35,311.09,15.07,0.07,15.03,0.27,-0.72,-0.33
16030204,0.35,2.50,0.36,2.56,11.49,21.07,11.44,22.27,172.31,311.11,15.07,0.07,15.03,0.27,-0.05,-0.33
16061012,0.35,2.50,0.35,2.23,11.49,21.07,11.44,21.28,172.31,310.83,15.07,0.07,15.03,0.28,-0.05,0.21
16071560,0.35,2.50,0.35,2.26,11.49,21.07,11.29,21.28,172.31,310.82,15.07,0.07,15.03,0.28,-0.05,0.21
16081919,0.35,2.50,0.35,2.07,11.49,21.07,11.29,21.39,172.32,310.81,15.07,0.07,15.03,0.28,-0.20,0.21
16092210,0.35,2.50,0.35,2.21,11.49,21.07,11.29,21.39,172.32,310.77,15.07,0.07,15.03,0.28,-0.20,0.32
16133682,0.35,2.50,0.35,2.58,11.49,21.07,11.04,21.88,172.35,310.54,15.07,0.07,15.03,0.28,-0.44,0.81
16144056,0.35,2.50,0.35,2.49,11.49,21.07,11.04,21.88,172.36,310.50,15.07,0.07,15.03,0.28,-0.44,0.81
16154507,0.35,2.50,0.34,2.50,11.49,21.07,11.04,20.75,172.36,310.46,15.07,0.07,15.02,0.28,-0.44,0.81
16164853,0.35,2.50,0.34,2.34,11.49,21.07,11.18,20.75,172.37,310.79,15.07,0.07,15.03,0.28,-0.44,-0.32
16205909,0.35,2.50,0.34,2.50,11.49,21.07,11.18,20.63,172.37,310.73,15.07,0.07,15.02,0.28,-0.31,-0.44
16216268,0.35,2.50,0.34,2.25,11.49,21.07,10.79,20.63,172.38,310.75,15.07,0.07,15.02,0.28,-0.31,-0.44
16226584,0.35,2.50,0.35,2.56,11.49,21.07,10.79,21.42,172.41,310.77,15.07,0.06,15.02,0.28,-0.69,-0.44
16236797,0.35,2.50,0.35,2.52,11.49,21.07,10.79,21.42,172.42,310.53,15.07,0.06,15.02,0.28,-0.69,0.35
16279897,0.35,2.50,0.36,2.48,11.49,21.07,11.60,21.83,172.38,310.81,15.07,0.06,15.02,0.28,0.12,-0.49
16290292,0.35,2.50,0.36,2.17,11.49,21.07,11.60,21.83,172.37,310.42,15.07,0.06,15.02,0.28,0.12,0.76
16300521,0.35,2.50,0.36,2.16,11.49,21.07,11.60,21.83,172.37,310.39,15.07,0.06,15.02,0.28,0.12,0.76
16310754,0.35,2.50,0.34,2.15,11.49,21.07,11.29,19.93,172.39,310.97,15.07,0.06,15.02,0.28,-0.20,-1.15
16352008,0.35,2.50,0.36,2.33,11.49,21.07,12.11,21.09,172.40,310.56,15.07,0.06,15.02,0.28,-0.20,0.47
16362401,0.35,2.50,0.36,2.36,11.49,21.07,12.11,21.09,172.34,310.69,15.07,0.06,15.02,0.28,0.63,0.02
16372608,0.35,2.50,0.36,2.16,11.49,21.07,12.11,21.09,172.33,310.69,15.07,0.06,15.02,0.28,0.63,0.02
16382837,0.35,2.50,0.35,2.40,11.49,21.07,12.11,20.90,172.32,310.75,15.07,0.06,15.02,0.28,0.63,-0.17
16434413,0.35,2.50,0.35,2.71,11.49,21.07,11.12,21.14,172.39,310.67,15.07,0.06,15.02,0.28,-0.36,0.07
16444828,0.35,2.50,0.34,2.43,11.49,21.07,10.86,21.14,172.40,310.66,15.07,0.06,15.02,0.28,-0.36,0.07
16455201,0.35,2.50,0.34,2.34,11.49,21.07,10.86,21.21,172.42,310.66,15.07,0.06,15.02,0.28,-0.63,0.07
16465460,0.35,2.50,0.34,2.21,11.49,21.07,10.86,21.21,172.43,310.63,15.07,0.06,15.02,0.28,-0.63,0.14
16506950,0.35,2.50,0.33,2.43,11.49,21.07,10.55,20.61,172.48,310.76,15.07,0.06,15.02,0.28,-0.93,-0.47
16517323,0.35,2.50,0.33,2.43,11.49,21.07,10.55,20.61,172.48,310.78,15.07,0.06,15.02,0.28,-0.93,-0.47
16527721,0.35,2.50,0.35,2.70,11.49,21.07,10.55,21.59,172.49,310.79,15.07,0.06,15.02,0.28,-0.93,-0.47
16538151,0.35,2.50,0.36,2.34,11.49,21.07,11.57,21.59,172.50,310.49,15.07,0.06,15.02,0.28,-0.93,0.52
16568861,0.35,2.50,0.34,2.79,11.49,21.07,11.57,20.37,172.44,310.87,15.07,0.06,15.02,0.28,0.09,-0.70
16579304,0.35,2.50,0.35,2.99,11.49,21.07,11.57,20.92,172.44,310.90,15.07,0.06,15.02,0.28,0.09,-0.70
16589725,0.35,2.50,0.34,3.07,11.49,21.07,10.95,20.92,172.44,310.75,15.07,0.06,15.02,0.28,0.09,-0.15
16600010,0.35,2.50,0.34,3.06,11.49,21.07,10.95,20.93,172.48,310.76,15.07,0.06,15.02,0.28,-0.53,-0.15
16651398,0.35,2.50,0.36,2.64,11.49,21.07,11.43,21.72,172.47,310.47,15.08,0.06,15.02,0.28,-0.05,0.59
16661785,0.35,2.50,0.36,2.69,11.49,21.07,11.43,21.72,172.47,310.43,15.08,0.06,15.02,0.28,-0.05,0.65
16672032,0.35,2.50,0.36,2.41,11.49,21.07,11.43,21.72,172.47,310.39,15.08,0.06,15.02,0.28,-0.05,0.65
16682357,0.35,2.50,0.35,2.22,11.49,21.07,11.39,20.89,172.47,310.64,15.08,0.06,15.02,0.28,-0.05,-0.18
16723362,0.35,2.50,0.36,2.70,11.49,21.07,11.39,21.66,172.48,310.58,15.08,0.06,15.02,0.28,-0.10,0.05
16733604,0.35,2.50,0.35,2.76,11.49,21.07,10.73,21.66,172.53,310.40,15.08,0.06,15.02,0.28,-0.76,0.59
16743810,0.35,2.50,0.35,2.68,11.49,21.07,10.73,21.66,172.53,310.37,15.08,0.06,15.02,0.28,-0.76,0.59
16754214,0.35,2.50,0.35,2.59,11.49,21.07,10.73,21.62,172.54,310.35,15.08,0.06,15.02,0.28,-0.76,0.55
16795605,0.35,2.50,0.35,2.03,11.49,21.07,11.20,21.20,172.54,310.20,15.08,0.06,15.02,0.29,-0.29,0.67
16806011,0.35,2.50,0.35,2.35,11.49,21.07,11.20,21.20,172.54,310.35,15.08,0.06,15.02,0.29,-0.29,0.13
16816329,0.35,2.50,0.35,2.07,11.49,21.07,11.20,21.20,172.54,310.35,15.08,0.06,15.02,0.29,-0.29,0.13
16826671,0.35,2.50,0.34,2.47,11.49,21.07,11.10,20.90,172.55,310.44,15.08,0.06,15.02,0.29,-0.39,-0.17
16867940,0.35,2.50,0.34,2.41,11.49,21.07,11.21,20.70,172.57,310.54,15.08,0.06,15.02,0.28,-0.39,-0.37
16878547,0.35,2.50,0.34,2.65,11.49,21.07,11.21,20.88,172.57,310.49,15.08,0.06,15.02,0.28,-0.28,-0.19
16888742,0.35,2.50,0.34,2.21,11.49,21.07,11.21,20.88,172.57,310.50,15.08,0.05,15.02,0.28,-0.28,-0.19
16899048,0.35,2.50,0.35,2.26,11.49,21.07,11.21,21.77,172.57,310.51,15.08,0.05,15.02,0.28,-0.28,-0.19
16929874,0.35,2.50,0.34,2.11,11.49,21.07,11.16,20.14,172.59,310.69,15.08,0.05,15.02,0.28,-0.33,-0.93
16940058,0.35,2.50,0.34,2.16,11.49,21.07,11.16,20.14,172.59,310.73,15.08,0.05,15.02,0.28,-0.33,-0.93
16950594,0.35,2.50,0.35,2.14,11.49,21.07,11.16,21.57,172.59,310.76,15.08,0.05,15.02,0.28,-0.33,-0.93
16960877,0.35,2.50,0.36,2.08,11.49,21.07,11.84,21.57,172.60,310.34,15.08,0.05,15.02,0.28,-0.33,0.50
17012237,0.35,2.50,0.34,2.63,11.49,21.07,10.70,20.83,172.53,310.55,15.08,0.05,15.02,0.28,0.35,-0.24
17022547,0.35,2.50,0.35,2.67,11.49,21.07,10.70,21.94,172.60,310.56,15.08,0.05,15.02,0.28,-0.78,-0.24
17032754,0.35,2.50,0.35,2.46,11.49,21.07,10.70,21.94,172.61,310.20,15.08,0.05,15.02,0.28,-0.78,0.87
17043032,0.35,2.50,0.35,2.57,11.49,21.07,10.70,21.94,172.62,310.16,15.08,0.05,15.02,0.28,-0.78,0.87
17084252,0.35,2.50,0.35,2.82,11.49,21.07,11.19,21.03,172.61,310.36,15.08,0.05,15.01,0.29,-0.29,-0.04
17094720,0.35,2.50,0.34,2.52,11.49,21.07,11.19,20.83,172.62,310.36,15.08,0.05,15.01,0.29,-0.29,-0.04
17105006,0.35,2.50,0.34,2.46,11.49,21.07,10.90,20.83,172.62,310.43,15.08,0.05,15.01,0.29,-0.29,-0.24
17115225,0.35,2.50,0.34,2.34,11.49,21.07,10.90,20.83,172.64,310.44,15.08,0.05,15.01,0.29,-0.58,-0.24
17156429,0.35,2.50,0.33,2.68,11.49,21.07,10.73,20.41,172.67,310.45,15.08,0.05,15.01,0.29,-0.58,-0.66
17166888,0.35,2.50,0.33,2.37,11.49,21.07,10.73,20.41,172.68,310.48,15.08,0.05,15.01,0.29,-0.76,-0.66
17177135,0.35,2.50,0.34,2.39,11.49,21.07,10.73,20.94,172.69,310.33,15.08,0.05,15.01,0.29,-0.76,-0.13
17187346,0.35,2.50,0.34,2.37,11.49,21.07,10.73,20.94,172.70,310.34,15.08,0.05,15.01,0.29,-0.76,-0.13
17238699,0.35,2.50,0.36,2.30,11.49,21.07,11.94,21.15,172.62,310.26,15.08,0.05,15.01,0.29,0.46,0.08
17249096,0.35,2.50,0.36,2.63,11.49,21.07,11.50,21.87,172.64,310.01,15.08,0.05,15.01,0.29,0.02,0.80
17259313,0.35,2.50,0.36,2.39,11.49,21.07,11.50,21.87,172.64,309.97,15.08,0.05,15.01,0.29,0.02,0.80
17269636,0.35,2.50,0.35,2.44,11.49,21.07,11.50,20.87,172.64,309.94,15.08,0.05,15.01,0.29,0.02,0.80
17310765,0.35,2.50,0.35,2.53,11.49,21.07,10.90,21.30,172.68,310.10,15.08,0.05,15.01,0.29,-0.58,0.23
17321202,0.35,2.50,0.35,2.33,11.49,21.07,10.90,21.22,172.69,310.09,15.08,0.05,15.01,0.29,-0.58,0.23
17331435,0.35,2.50,0.35,2.36,11.49,21.07,10.90,21.22,172.70,310.10,15.08,0.05,15.01,0.29,-0.58,0.15
17341754,0.35,2.50,0.36,2.26,11.49,21.07,11.34,21.72,172.68,310.09,15.08,0.05,15.01,0.29,-0.15,0.15
17372751,0.35,2.50,0.35,2.62,11.49,21.07,11.34,21.63,172.68,309.88,15.08,0.05,15.01,0.29,-0.15,0.56
17383161,0.35,2.50,0.35,2.43,11.49,21.07,11.34,21.63,172.68,309.86,15.08,0.05,15.01,0.29,-0.15,0.56
17393512,0.35,2.50,0.33,2.17,11.49,21.07,10.62,19.99,172.73,309.83,15.08,0.05,15.01,0.29,-0.87,0.56
17403725,0.35,2.50,0.33,2.27,11.49,21.07,10.62,19.99,172.74,310.35,15.08,0.05,15.01,0.29,-0.87,-1.09
17455124,0.35,2.50,0.35,2.51,11.49,21.07,12.23,20.48,172.64,310.17,15.08,0.05,15.01,0.29,0.74,-0.59
17465800,0.35,2.50,0.36,2.43,11.49,21.07,12.23,21.11,172.63,310.19,15.08,0.05,15.01,0.29,0.74,-0.59
17476171,0.35,2.50,0.34,2.59,11.49,21.07,10.78,21.11,172.62,310.01,15.08,0.05,15.01,0.29,0.74,0.03
17486409,0.35,2.50,0.34,2.48,11.49,21.07,10.78,21.11,172.70,310.01,15.08,0.05,15.01,0.29,-0.71,0.03
17527409,0.35,2.50,0.36,2.25,11.49,21.07,11.77,21.31,172.67,309.89,15.08,0.05,15.00,0.29,0.29,0.23
17537733,0.35,2.50,0.36,2.02,11.49,21.07,11.77,21.31,172.67,309.88,15.08,0.05,15.00,0.29,0.29,0.23
17547972,0.35,2.50,0.36,2.29,11.49,21.07,11.77,21.50,172.66,309.80,15.08,0.05,15.00,0.29,0.29,0.43
17558177,0.35,2.50,0.36,2.26,11.49,21.07,11.77,21.50,172.66,309.78,15.08,0.05,15.00,0.30,0.29,0.43
17589231,0.35,2.50,0.50,2.20,11.49,21.07,13.37,21.52,172.70,310.00,15.08,0.05,15.00,0.30,-0.44,-0.30
17599576,0.35,2.50,0.50,2.35,11.49,21.07,13.37,21.52,171.45,309.76,15.07,0.07,15.00,0.30,13.89,0.45
17609924,0.35,2.50,0.50,2.47,11.49,21.07,13.37,21.52,170.89,309.74,15.06,0.08,15.00,0.30,13.89,0.45
17620172,0.35,2.50,0.46,2.53,11.49,21.07,12.49,20.96,170.90,309.91,15.05,0.09,15.00,0.30,10.00,-0.11
17671729,0.35,2.50,0.36,2.67,11.49,21.07,11.58,21.57,170.99,309.70,15.03,0.14,15.00,0.30,0.10,0.50
17682096,0.35,2.50,0.36,2.66,11.49,21.07,11.58,21.57,170.99,309.68,15.03,0.14,15.00,0.30,0.10,0.50
17692385,0.35,2.50,0.35,2.56,11.49,21.07,11.58,21.21,170.99,309.66,15.03,0.14,15.00,0.30,0.10,0.50
17702612,0.35,2.50,0.35,2.81,11.49,21.07,11.58,21.21,170.99,309.76,15.03,0.14,15.00,0.30,0.10,0.13
17743945,0.35,2.50,0.35,2.60,11.49,21.07,10.56,21.89,171.16,309.49,15.03,0.14,15.00,0.30,-0.93,0.82
17754343,0.35,2.50,0.35,2.50,11.49,21.07,10.56,21.89,171.17,309.45,15.03,0.13,15.00,0.30,-0.93,0.82
17764830,0.35,2.50,0.33,2.32,11.49,21.07,10.95,19.86,171.12,309.41,15.03,0.13,15.00,0.30,-0.54,0.82
17775038,0.35,2.50,0.33,2.87,11.49,21.07,10.95,19.86,171.13,310.07,15.03,0.13,15.00,0.30,-0.54,-1.21
17816270,0.35,2.50,0.35,2.62,11.49,21.07,10.95,21.46,171.15,310.02,15.03,0.13,15.00,0.30,-0.53,-0.65
17826632,0.35,2.50,0.50,2.72,11.49,21.07,13.27,21.46,171.15,309.70,15.03,0.13,15.00,0.30,-0.53,0.39
17837071,0.35,2.50,0.50,2.50,11.49,21.07,13.27,21.70,168.70,309.68,15.02,0.15,15.00,0.30,13.78,0.39
17847325,0.35,2.50,0.50,2.49,11.49,21.07,13.27,21.70,168.14,309.58,15.01,0.17,15.00,0.30,13.78,0.63
17888365,0.35,2.50,0.44,2.29,11.49,21.07,12.31,20.93,167.96,309.27,14.98,0.20,14.99,0.30,8.82,1.04
17898830,0.35,2.50,0.44,2.54,11.49,21.07,12.31,20.93,167.70,309.63,14.98,0.21,14.99,0.30,8.82,-0.14
17909086,0.35,2.50,0.34,2.37,11.49,21.07,10.52,20.93,169.79,309.64,14.98,0.21,14.99,0.30,-0.97,-0.14
17919346,0.35,2.50,0.35,2.29,11.49,21.07,10.52,21.58,169.80,309.42,14.98,0.21,14.99,0.30,-0.97,0.51
17960857,0.35,2.50,0.36,2.22,11.49,21.07,11.65,21.57,169.59,309.31,14.98,0.21,14.99,0.30,0.16,0.52
17971249,0.35,2.50,0.36,2.14,11.49,21.07,11.65,21.57,169.59,309.29,14.98,0.21,14.99,0.31,0.16,0.50
17981468,0.35,2.50,0.36,2.32,11.49,21.07,11.65,21.57,169.59,309.27,14.98,0.21,14.99,0.31,0.16,0.50
17991939,0.35,2.50,0.35,2.54,11.49,21.07,11.65,20.78,169.58,309.52,14.98,0.21,14.99,0.31,0.16,-0.29
18032980,0.35,2.50,0.35,2.31,11.49,21.07,10.56,21.56,169.85,309.26,14.98,0.21,14.99,0.31,-0.93,0.48
18043421,0.35,2.50,0.34,2.14,11.49,21.07,11.06,20.70,169.86,309.54,14.98,0.21,14.99,0.31,-0.93,-0.37
18053855,0.35,2.50,0.34,2.11,11.49,21.07,11.06,20.70,169.76,309.56,14.98,0.21,14.99,0.30,-0.42,-0.37
18064381,0.35,2.50,0.35,2.50,11.49,21.07,11.06,21.38,169.77,309.33,14.98,0.21,14.99,0.31,-0.42,0.31
18105329,0.35,2.50,0.34,2.20,11.49,21.07,10.86,20.36,169.83,309.67,14.98,0.21,14.99,0.30,-0.63,-0.71
18115580,0.35,2.50,0.34,2.39,11.49,21.07,10.86,20.71,169.83,309.58,14.98,0.21,14.99,0.30,-0.63,-0.36
