t,v_ref,w_ref,v,w,omega_L,omega_R,u_L,u_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
57650205,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57688591,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57716749,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57754993,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57783156,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57821474,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57849635,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57887880,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57915956,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57954288,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
57982452,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
58020700,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
58048855,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
58087172,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
58115256,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
58153529,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
58181606,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
58219880,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
58248046,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
58286362,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.90,0.34,14.99,0.28,0.00,0.00
