t,v_ref,w_ref,v,w,omega_L,omega_R,u_L,u_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
74799359,0.30,0.00,0.00,-0.01,0.00,0.00,25.97,25.99,0.00,0.00,18.06,10.25,16.72,4.52,0.00,0.00
74830670,0.30,0.00,0.00,-0.04,0.00,0.00,25.97,25.99,0.00,0.00,18.10,10.24,16.76,4.51,-22.45,-22.47
74851818,0.30,0.00,0.00,-0.46,0.04,0.00,25.18,26.78,0.00,0.00,18.13,10.24,16.79,4.51,-24.68,-24.70
74872838,0.30,0.00,0.00,-0.45,0.04,0.04,25.15,26.73,0.04,0.04,18.15,10.24,16.82,4.51,-24.95,-25.97
74894154,0.30,0.00,0.53,-0.73,25.90,23.46,3.73,6.22,22.58,23.46,18.16,10.24,16.83,4.51,-2.51,-3.01
74914963,0.30,0.00,0.56,-0.90,25.90,26.42,0.54,3.67,25.90,26.42,18.15,10.25,16.82,4.52,14.32,12.75
74946317,0.30,0.00,0.39,-0.43,16.94,19.23,8.73,10.23,16.94,19.23,18.14,10.27,16.81,4.54,9.74,10.06
74967225,0.30,0.00,0.39,0.23,16.94,19.23,9.87,9.08,16.94,19.23,18.14,10.28,16.80,4.55,8.05,10.11
74988023,0.30,0.00,0.39,-0.09,16.94,19.23,9.33,9.63,16.94,19.23,18.13,10.28,16.80,4.56,7.43,10.13
75008837,0.30,0.00,0.39,0.59,16.94,19.23,10.04,8.91,16.94,19.23,18.13,10.29,16.79,4.57,7.55,9.80
75029586,0.30,0.00,0.39,0.84,16.94,19.23,10.50,8.45,16.94,19.23,18.12,10.29,16.78,4.58,7.14,10.12
75060896,0.30,0.00,0.39,0.25,16.94,19.23,9.91,9.04,16.94,19.23,18.11,10.30,16.77,4.60,6.91,10.32
75081790,0.30,0.00,0.39,0.08,16.94,19.23,9.62,9.33,16.94,19.23,18.11,10.31,16.76,4.61,7.17,10.05
75102702,0.30,0.00,0.22,0.16,16.94,3.21,17.07,16.50,16.94,3.21,18.10,10.31,16.77,4.61,7.27,-6.06
75123526,0.30,0.00,0.22,0.29,16.94,3.21,17.29,16.27,16.94,3.21,18.10,10.32,16.77,4.61,2.60,-10.62
75144278,0.30,0.00,0.22,1.45,16.94,3.21,19.32,14.24,16.94,3.21,18.10,10.32,16.78,4.60,0.74,-12.16
75175680,0.30,0.00,0.09,2.34,2.09,6.52,19.24,11.31,2.09,6.52,18.11,10.31,16.79,4.60,-16.76,-6.03
75196434,0.30,0.00,0.09,1.53,2.09,6.52,24.73,19.37,2.09,6.52,18.13,10.31,16.79,4.60,-17.00,-5.25
75217400,0.30,0.00,0.28,-0.72,12.32,13.55,19.78,17.90,2.09,13.55,18.15,10.30,16.79,4.60,-20.57,-3.03
75238313,0.30,0.00,0.28,-1.02,12.32,13.55,12.39,15.96,12.32,13.55,18.16,10.30,16.80,4.59,-8.52,-3.86
75269795,0.30,0.00,0.33,-0.70,19.72,10.87,10.81,13.24,19.72,10.87,18.15,10.31,16.80,4.59,7.19,-3.57
75290748,0.30,0.00,0.25,0.28,12.34,10.87,15.88,14.91,19.72,10.87,18.14,10.31,16.80,4.59,8.28,-2.81
75311581,0.30,0.00,0.25,1.42,12.34,10.69,17.95,12.99,12.34,10.69,18.14,10.31,16.80,4.58,-1.91,-3.76
75332367,0.30,0.00,0.25,2.52,12.34,10.69,19.88,11.07,12.34,10.69,18.15,10.31,16.81,4.58,-4.25,-2.84
75363749,0.30,0.00,0.25,1.50,12.34,11.11,17.91,12.65,12.34,11.11,18.15,10.30,16.81,4.58,-5.85,-1.29
75384642,0.30,0.00,0.18,0.33,5.37,11.11,15.80,14.76,12.34,11.11,18.16,10.30,16.81,4.58,-5.67,-1.44
75405500,0.30,0.00,0.17,-0.33,5.37,10.61,18.11,19.26,5.37,10.61,18.17,10.29,16.81,4.58,-11.24,-3.34
75426485,0.30,0.00,0.17,-0.63,5.37,10.61,17.95,19.42,5.37,10.61,18.17,10.29,16.81,4.57,-12.19,-6.69
75457982,0.30,0.00,0.25,-0.54,11.99,10.97,14.12,16.89,11.99,10.97,18.18,10.28,16.83,4.57,-3.49,-6.57
75478879,0.30,0.00,0.25,0.29,12.60,10.97,15.73,14.73,12.60,10.97,18.18,10.28,16.83,4.56,-2.02,-6.16
75499701,0.30,0.00,0.29,0.79,12.60,14.37,15.05,12.30,12.60,14.37,18.18,10.28,16.83,4.56,-2.72,-1.24
75531173,0.00,0.00,0.25,1.30,9.60,13.28,0.00,0.00,9.60,13.28,18.18,10.28,16.83,4.57,4.02,8.30
75552098,0.00,0.00,0.25,0.88,9.60,13.28,0.00,0.00,9.60,13.28,18.18,10.28,16.83,4.57,7.55,11.45
75573002,0.00,0.00,0.25,0.08,9.60,13.28,0.00,0.00,9.60,13.28,18.18,10.28,16.82,4.58,8.84,12.60
75594157,0.00,0.00,0.25,-0.23,9.60,13.28,0.00,0.00,9.60,13.28,18.18,10.29,16.82,4.59,9.32,13.03
75615353,0.00,0.00,0.25,0.45,9.60,13.28,0.00,0.00,9.60,13.28,18.18,10.29,16.82,4.60,9.49,13.19
75636411,0.00,0.00,0.25,0.62,9.60,13.28,0.00,0.00,9.60,13.28,18.18,10.30,16.82,4.61,9.56,13.24
75657501,0.00,0.00,0.25,0.33,9.60,13.28,0.00,0.00,9.60,13.28,18.17,10.30,16.82,4.61,9.58,13.26
75678500,0.00,0.00,0.25,0.11,9.60,13.28,0.00,0.00,9.60,13.28,18.17,10.30,16.81,4.62,9.59,13.27
75699558,0.00,0.00,0.25,-0.08,9.60,13.28,0.00,0.00,9.60,13.28,18.17,10.31,16.81,4.63,9.59,13.28
75720644,0.00,0.00,0.25,-0.07,9.60,13.28,0.00,0.00,9.60,13.28,18.17,10.31,16.81,4.64,9.59,13.28
75741772,0.00,0.00,0.25,-0.16,9.60,13.28,0.00,0.00,9.60,13.28,18.17,10.31,16.81,4.65,9.59,13.28
75762864,0.00,0.00,0.25,-0.16,9.60,13.28,0.00,0.00,9.60,13.28,18.17,10.32,16.80,4.66,9.60,13.28
75794358,0.00,0.00,0.25,0.18,9.60,13.28,0.00,0.00,9.60,13.28,18.16,10.32,16.80,4.67,9.60,13.28
75815293,0.00,0.00,0.25,0.07,9.60,13.28,0.00,0.00,9.60,13.28,18.16,10.33,16.80,4.68,9.60,13.28
75836163,-0.30,0.00,0.25,0.11,9.60,13.28,-36.21,-36.62,9.60,13.28,18.21,10.34,16.86,4.70,32.49,36.42
75857093,-0.30,0.00,0.25,0.22,9.60,13.28,-36.04,-36.80,9.60,13.28,18.28,10.36,16.93,4.73,40.91,44.94
75878057,-0.30,0.00,-0.03,1.40,-1.53,-1.53,-22.13,-27.04,-1.53,-1.53,18.33,10.35,16.99,4.73,32.77,33.38
75910194,-0.30,0.00,-0.81,1.14,-39.44,-35.76,10.33,6.34,-39.44,-35.76,18.33,10.43,16.99,4.78,-36.18,-28.76
75931380,-0.30,0.00,-0.62,1.40,-28.00,-29.38,2.66,-2.25,-28.00,-29.38,18.35,10.47,16.99,4.83,-33.33,-30.82
75952503,-0.30,0.00,-0.17,0.37,13.81,-29.38,-18.22,-19.52,-28.00,-29.38,18.34,10.51,16.98,4.87,-31.64,-28.49
75984194,-0.30,0.00,0.05,-1.52,13.81,-8.75,-30.73,-25.84,13.81,-8.75,18.41,10.55,16.98,4.89,36.98,12.25
76005301,-0.30,0.00,-0.22,-0.83,-11.54,-8.75,-18.17,-15.27,-11.54,-8.75,18.43,10.54,16.99,4.88,16.41,15.31
76026401,-0.30,0.00,-0.39,0.25,-24.98,-11.28,-9.00,-9.87,-24.98,-11.28,18.43,10.54,17.00,4.87,-3.21,7.22
76058260,-0.30,0.00,-0.40,0.75,-20.54,-16.79,-7.64,-10.25,-20.54,-16.79,18.42,10.56,17.00,4.88,-10.68,-5.52
76079337,-0.30,0.00,-0.40,1.27,-20.54,-16.79,-6.72,-11.17,-20.54,-16.79,18.41,10.58,16.99,4.88,-12.08,-6.17
76100346,-0.30,0.00,-0.40,-1.06,-20.54,-16.79,-10.79,-7.10,-20.54,-16.79,18.40,10.59,16.99,4.89,-13.19,-5.82
76131964,-0.30,0.00,-0.40,-1.02,-20.54,-16.79,-10.74,-7.15,-20.54,-16.79,18.39,10.61,16.98,4.90,-10.25,-9.14
76153109,-0.30,0.00,-0.29,-1.19,-20.54,-5.97,-15.86,-11.91,-20.54,-5.97,18.38,10.62,16.98,4.90,-9.97,1.36
76174185,-0.30,0.00,-0.29,-0.91,-20.54,-5.97,-15.47,-12.30,-20.54,-5.97,18.37,10.62,16.98,4.90,-6.63,4.25
76205875,-0.30,0.00,-0.29,-1.11,-20.54,-5.97,-15.83,-11.94,-20.54,-5.97,18.36,10.63,16.99,4.89,-5.06,5.82
76227066,-0.30,0.00,-0.29,-1.78,-20.54,-5.97,-17.00,-10.76,-20.54,-5.97,18.36,10.64,16.99,4.89,-4.84,5.91
76248224,-0.30,0.00,-0.28,-1.82,-20.54,-5.50,-17.28,-10.91,-20.54,-5.50,18.36,10.64,16.99,4.89,-4.02,5.67
76279915,-0.30,0.00,-0.28,-1.25,-20.54,-5.50,-16.29,-11.90,-20.54,-5.50,18.35,10.65,16.99,4.89,-3.99,6.07
76301115,-0.30,0.00,-0.32,-1.16,-20.54,-8.93,-14.56,-10.50,-20.54,-8.93,18.34,10.65,17.00,4.88,-4.16,2.85
