t,v_ref,w_ref,v,w,omega_L,omega_R,u_L,u_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
66687314,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66716830,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66738676,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66770963,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66803301,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66825070,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66854589,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66876427,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66908631,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66940958,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66962735,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
66992262,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67014035,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67043555,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67065333,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67094846,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67116631,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67146146,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67167920,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67197446,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67219224,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67248750,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67270516,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67300044,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
67321816,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.11,0.37,15.24,-0.11,0.00,0.00
