t,v_ref,w_ref,v,w,u_L,u_R,omega_L,omega_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
11850931,0.00,5.00,-0.02,4.52,-9.59,9.59,-10.16,8.57,-144.65,144.82,15.09,0.00,15.10,-0.00,-0.57,-1.02
11891866,0.00,5.00,-0.11,4.55,-9.59,9.59,-9.92,0.00,-144.63,144.84,15.08,0.00,15.10,-0.00,-0.33,-1.02
11902345,0.00,5.00,-0.02,4.61,-9.59,9.59,-9.92,8.27,-144.62,144.86,15.08,0.00,15.11,-0.00,-0.33,-9.59
11912598,0.00,5.00,-0.02,4.62,-9.59,9.59,-9.92,8.27,-144.62,144.87,15.08,0.00,15.11,-0.00,-0.33,-1.32
11922827,0.00,5.00,-0.02,4.47,-9.59,9.59,-9.92,8.27,-144.62,144.88,15.08,0.00,15.11,-0.00,-0.33,-1.32
11963903,0.00,5.00,-0.11,4.54,-9.59,9.59,-10.24,0.00,-144.59,144.92,15.08,0.00,15.11,-0.00,-0.65,-9.59
11974423,0.00,5.00,-0.02,4.54,-9.59,9.59,-10.24,8.19,-144.58,144.92,15.08,0.00,15.11,-0.00,-0.65,-1.40
11984682,0.00,5.00,0.09,4.58,-9.59,9.59,0.00,8.19,-144.58,144.93,15.08,0.01,15.11,-0.00,-0.65,-1.40
11995104,0.00,5.00,-0.02,4.72,-9.59,9.59,-9.90,8.19,-144.57,144.93,15.08,0.01,15.11,-0.00,-0.32,-1.40
12036024,0.00,5.00,-0.02,4.86,-9.59,9.59,-9.90,8.24,-144.56,144.97,15.08,0.01,15.12,-0.00,-0.32,-1.35
12046381,0.00,5.00,-0.02,4.75,-9.59,9.59,-10.04,8.24,-144.55,144.98,15.08,0.01,15.12,-0.00,-0.45,-1.35
12056594,0.00,5.00,-0.02,4.74,-9.59,9.59,-10.04,8.24,-144.55,144.98,15.08,0.01,15.12,-0.00,-0.45,-1.35
12066907,0.00,5.00,-0.02,4.85,-9.59,9.59,-10.04,8.24,-144.54,144.99,15.08,0.01,15.12,-0.00,-0.45,-1.35
12118309,0.00,5.00,-0.01,5.10,-9.59,9.59,-9.84,8.51,-144.56,145.03,15.08,0.01,15.12,-0.00,-0.25,-1.08
12128650,0.00,5.00,-0.01,4.97,-9.59,9.59,-9.84,8.51,-144.56,145.04,15.08,0.01,15.12,-0.00,-0.25,-1.08
12138927,0.00,5.00,-0.01,4.77,-9.59,9.59,-9.84,8.51,-144.56,145.04,15.08,0.01,15.12,-0.00,-0.25,-1.08
12149213,0.00,5.00,-0.10,4.88,-9.59,9.59,-9.71,0.00,-144.66,145.07,15.09,0.01,15.13,-0.00,9.59,-9.59
12180043,0.00,5.00,-0.01,5.02,-9.59,9.59,-9.71,8.55,-144.58,145.08,15.08,0.01,15.13,-0.00,-0.12,-1.04
12190326,0.00,5.00,-0.01,5.06,-9.59,9.59,-9.71,8.55,-144.58,145.08,15.08,0.01,15.13,-0.00,-0.12,-1.04
12200703,0.00,5.00,0.09,5.20,-9.59,9.59,0.00,8.55,-144.58,145.09,15.08,0.01,15.13,-0.00,-0.12,-1.04
12210957,0.00,5.00,-0.10,5.08,-9.59,9.59,-9.44,0.00,-144.58,145.11,15.08,0.01,15.13,-0.00,0.15,-9.59
12262408,0.00,5.00,-0.02,5.24,-9.59,9.59,-9.89,8.48,-144.58,145.13,15.08,0.01,15.13,-0.00,-0.30,-1.11
12272626,0.00,5.00,-0.11,5.20,-9.59,9.59,-9.89,0.00,-144.58,145.16,15.08,0.01,15.14,-0.00,-0.30,-9.59
12282940,0.00,5.00,-0.01,5.38,-9.59,9.59,-9.89,8.71,-144.57,145.17,15.08,0.01,15.14,-0.00,-0.30,-0.88
12293132,0.00,5.00,-0.01,5.31,-9.59,9.59,-9.89,8.71,-144.57,145.17,15.08,0.01,15.14,-0.00,-0.30,-0.88
12334083,0.00,5.00,-0.01,4.92,-9.59,9.59,-9.60,9.11,-144.60,145.21,15.09,0.01,15.14,-0.00,-0.01,-9.59
12344551,0.00,5.00,-0.01,4.85,-9.59,9.59,-9.60,9.11,-144.60,145.21,15.09,0.01,15.14,-0.00,-0.01,-0.48
12354911,0.00,5.00,-0.01,4.80,-9.59,9.59,-9.60,9.11,-144.60,145.21,15.09,0.01,15.14,-0.00,-0.01,-0.48
12365334,0.00,5.00,-0.01,4.72,-9.59,9.59,-9.63,9.11,-144.71,145.21,15.09,0.01,15.14,-0.00,9.59,-0.48
12416804,0.00,5.00,-0.01,4.88,-9.59,9.59,-10.20,8.90,-144.63,145.22,15.09,0.01,15.14,-0.00,-0.05,-0.69
12427181,0.00,5.00,-0.01,4.88,-9.59,9.59,-10.20,8.90,-144.62,145.22,15.09,0.01,15.14,-0.00,-0.61,-0.69
12437412,0.00,5.00,-0.01,4.93,-9.59,9.59,-10.20,8.90,-144.61,145.23,15.09,0.01,15.14,-0.00,-0.61,-0.69
12447717,0.00,5.00,-0.11,4.78,-9.59,9.59,-10.20,0.00,-144.60,145.25,15.09,0.01,15.15,-0.00,-0.61,-9.59
12478461,0.00,5.00,-0.02,4.86,-9.59,9.59,-10.39,8.82,-144.58,145.26,15.09,0.01,15.15,-0.00,-0.80,-0.77
12488811,0.00,5.00,-0.02,4.71,-9.59,9.59,-10.39,8.82,-144.57,145.27,15.09,0.01,15.15,-0.00,-0.80,-0.77
12499026,0.00,5.00,-0.02,4.42,-9.59,9.59,-10.39,8.82,-144.56,145.27,15.09,0.01,15.15,-0.00,-0.80,-0.77
12509484,0.00,5.00,-0.02,4.31,-9.59,9.59,-10.39,8.75,-144.55,145.30,15.09,0.01,15.15,-0.00,-0.80,-9.59
12550565,0.00,5.00,-0.01,4.65,-9.59,9.59,-9.63,8.75,-144.55,145.31,15.09,0.01,15.15,-0.00,-0.04,-0.84
12560805,0.00,5.00,-0.10,4.71,-9.59,9.59,-9.63,0.00,-144.55,145.31,15.09,0.01,15.15,-0.00,-0.04,-0.84
12571169,0.00,5.00,0.09,4.60,-9.59,9.59,0.00,8.66,-144.55,145.34,15.09,0.01,15.16,-0.00,-0.04,-9.59
12581407,0.00,5.00,-0.02,4.51,-9.59,9.59,-10.12,8.66,-144.54,145.34,15.09,0.01,15.16,-0.00,-0.53,-0.93
12632689,0.00,5.00,-0.01,4.52,-9.59,9.59,-10.01,8.95,-144.51,145.38,15.08,0.01,15.16,-0.00,-0.42,-9.59
12643059,0.00,5.00,-0.01,4.40,-9.59,9.59,-10.01,8.95,-144.50,145.39,15.08,0.01,15.16,-0.00,-0.42,-0.63
12653275,0.00,5.00,-0.01,4.33,-9.59,9.59,-10.01,8.95,-144.50,145.39,15.08,0.01,15.16,-0.00,-0.42,-0.63
12663482,0.00,5.00,-0.01,4.43,-9.59,9.59,-10.01,8.95,-144.50,145.39,15.08,0.01,15.16,-0.00,-0.42,-0.63
12704662,0.00,5.00,-0.01,4.72,-9.59,9.59,-9.61,8.40,-144.53,145.43,15.09,0.01,15.17,-0.00,-0.02,-1.19
12714875,0.00,5.00,-0.01,4.68,-9.59,9.59,-9.61,8.40,-144.53,145.43,15.09,0.01,15.17,-0.00,-0.02,-1.19
12725209,0.00,5.00,-0.01,4.78,-9.59,9.59,-9.61,8.40,-144.53,145.44,15.09,0.01,15.17,-0.00,-0.02,-1.19
12735516,0.00,5.00,-0.01,4.86,-9.59,9.59,-9.69,8.40,-144.69,145.44,15.09,0.01,15.17,-0.00,9.59,-1.19
12776739,0.00,5.00,-0.01,5.11,-9.59,9.59,-9.69,8.45,-144.55,145.48,15.09,0.01,15.17,-0.00,-0.10,-1.14
12787304,0.00,5.00,-0.02,5.17,-9.59,9.59,-9.88,8.45,-144.55,145.49,15.09,0.01,15.17,-0.00,-0.10,-1.14
12797547,0.00,5.00,-0.02,5.29,-9.59,9.59,-9.88,8.45,-144.54,145.49,15.09,0.01,15.17,-0.00,-0.29,-1.14
12807747,0.00,5.00,-0.11,5.27,-9.59,9.59,-9.88,0.00,-144.54,145.49,15.09,0.01,15.17,-0.00,-0.29,-1.14
12848883,0.00,5.00,-0.01,5.34,-9.59,9.59,-9.55,8.65,-144.54,145.53,15.09,0.02,15.18,-0.00,0.04,-0.94
12859069,0.00,5.00,-0.01,5.10,-9.59,9.59,-9.55,8.65,-144.54,145.54,15.09,0.02,15.18,-0.00,0.04,-0.94
12869331,0.00,5.00,-0.24,5.26,-9.59,9.59,-22.04,0.00,-144.54,145.56,15.09,0.02,15.18,-0.00,0.04,-9.59
12879578,0.00,5.00,-0.14,5.34,-9.59,9.59,-22.04,8.78,-143.97,145.57,15.08,0.03,15.18,-0.00,-12.45,-0.81
12931072,0.00,5.00,-0.19,5.15,-9.59,9.59,-17.50,0.00,-142.96,145.61,15.05,0.08,15.18,-0.00,-7.91,-9.59
12941551,0.00,5.00,-0.09,5.48,-9.59,9.59,-17.50,8.75,-142.79,145.61,15.04,0.08,15.18,-0.00,-7.91,-0.84
12951970,0.00,5.00,-0.01,5.52,-9.59,9.59,-9.70,8.75,-144.30,145.61,15.05,0.08,15.18,-0.00,9.59,-0.84
12962192,0.00,5.00,-0.01,5.39,-9.59,9.59,-9.70,8.75,-143.48,145.62,15.05,0.08,15.18,-0.00,-0.11,-0.84
12993026,0.00,5.00,-0.01,5.31,-9.59,9.59,-9.70,8.96,-143.48,145.65,15.05,0.08,15.19,-0.00,-0.11,-9.59
13003480,0.00,5.00,0.10,5.30,-9.59,9.59,0.00,8.96,-143.47,145.65,15.05,0.08,15.19,-0.00,-0.11,-0.63
13013841,0.00,5.00,-0.01,5.29,-9.59,9.59,-9.44,8.96,-143.50,145.66,15.05,0.08,15.19,-0.00,0.15,-0.63
13024047,0.00,5.00,-0.01,5.26,-9.59,9.59,-9.44,8.96,-143.50,145.66,15.05,0.08,15.19,-0.00,0.15,-0.63
13075642,0.00,5.00,-0.01,4.66,-9.59,9.59,-9.75,9.28,-143.47,145.66,15.05,0.08,15.19,-0.00,-0.16,-0.31
13086013,0.00,5.00,-0.01,4.76,-9.59,9.59,-9.75,9.28,-143.47,145.67,15.05,0.08,15.19,-0.00,-0.16,-0.31
13096246,0.00,5.00,-0.01,4.63,-9.59,9.59,-9.75,9.28,-143.47,145.67,15.05,0.08,15.19,-0.00,-0.16,-0.31
13106646,0.00,5.00,-0.10,4.60,-9.59,9.59,-9.75,0.00,-143.47,145.69,15.05,0.08,15.19,-0.00,-0.16,-9.59
13147598,0.00,5.00,-0.01,4.57,-9.59,9.59,-9.99,8.87,-143.43,145.71,15.05,0.09,15.19,-0.00,-0.40,-0.72
13157859,0.00,5.00,-0.11,4.59,-9.59,9.59,-9.99,0.00,-143.43,145.71,15.05,0.09,15.19,-0.00,-0.40,-0.72
13168375,0.00,5.00,-0.01,4.68,-9.59,9.59,-10.11,8.83,-143.41,145.74,15.05,0.09,15.20,-0.00,-0.52,-9.59
13178598,0.00,5.00,-0.01,4.49,-9.59,9.59,-10.11,8.83,-143.40,145.74,15.04,0.09,15.20,-0.00,-0.52,-0.76
13219616,0.00,5.00,-0.10,4.33,-9.59,9.59,-9.59,0.00,-144.29,145.75,15.05,0.09,15.20,-0.00,9.59,-0.76
13230059,0.00,5.00,-0.01,4.46,-9.59,9.59,-9.59,8.91,-143.46,145.78,15.05,0.09,15.20,-0.00,0.00,-9.59
13240364,0.00,5.00,-0.01,4.43,-9.59,9.59,-9.59,8.91,-143.46,145.78,15.05,0.09,15.20,-0.00,0.00,-0.68
13250582,0.00,5.00,-0.01,4.35,-9.59,9.59,-9.59,8.91,-143.46,145.78,15.05,0.09,15.20,-0.00,0.00,-0.68
13291828,0.00,5.00,-0.01,4.43,-9.59,9.59,-9.97,8.83,-143.42,145.82,15.05,0.09,15.21,-0.00,-0.38,-0.75
13302215,0.00,5.00,-0.01,4.49,-9.59,9.59,-9.97,8.83,-143.42,145.82,15.05,0.09,15.21,-0.00,-0.38,-0.75
13312466,0.00,5.00,-0.01,4.47,-9.59,9.59,-9.97,8.83,-143.41,145.83,15.05,0.09,15.21,-0.00,-0.38,-0.75
13322666,0.00,5.00,0.09,4.30,-9.59,9.59,0.00,8.83,-143.41,145.83,15.05,0.09,15.21,-0.00,-0.38,-0.75
13363646,0.00,5.00,-0.01,4.64,-9.59,9.59,-9.65,8.76,-143.43,145.87,15.05,0.09,15.21,-0.00,-0.06,-0.83
13374040,0.00,5.00,0.09,4.71,-9.59,9.59,0.00,8.76,-143.43,145.87,15.05,0.09,15.21,-0.00,-0.06,-0.83
13384300,0.00,5.00,-0.01,4.87,-9.59,9.59,-9.74,8.76,-143.42,145.87,15.05,0.09,15.21,-0.00,-0.15,-0.83
13394521,0.00,5.00,-0.10,4.94,-9.59,9.59,-9.74,0.00,-143.42,145.87,15.05,0.09,15.21,-0.00,-0.15,-0.83
13435641,0.00,5.00,-0.09,5.24,-9.59,9.59,-17.35,8.55,-141.37,145.91,15.02,0.13,15.22,-0.00,-11.78,-1.04
13445847,0.00,5.00,-0.09,5.06,-9.59,9.59,-17.35,8.55,-141.72,145.92,15.02,0.13,15.22,-0.00,-7.76,-1.04
13456039,0.00,5.00,-0.19,4.99,-9.59,9.59,-17.35,0.00,-141.55,145.92,15.01,0.14,15.22,-0.00,-7.76,-1.04
13466322,0.00,5.00,-0.09,5.28,-9.59,9.59,-17.35,8.77,-141.39,145.95,15.01,0.15,15.22,-0.00,-7.76,-9.59
13507343,0.00,5.00,-0.01,5.28,-9.59,9.59,-9.51,8.77,-142.31,145.96,15.00,0.16,15.22,-0.00,0.08,-0.82
13517686,0.00,5.00,-0.10,5.33,-9.59,9.59,-9.51,0.00,-142.31,145.96,15.00,0.16,15.22,-0.00,0.08,-0.82
13528197,0.00,5.00,-0.01,5.14,-9.59,9.59,-9.51,8.85,-142.32,145.99,15.00,0.16,15.22,-0.00,0.08,-9.59
13538447,0.00,5.00,0.10,5.16,-9.59,9.59,0.00,8.85,-142.32,146.00,15.00,0.16,15.22,-0.00,0.08,-0.74
13579335,0.00,5.00,-0.10,5.29,-9.59,9.59,-9.25,0.00,-142.40,146.00,15.00,0.16,15.23,-0.00,0.34,-0.74
13589586,0.00,5.00,-0.00,5.64,-9.59,9.59,-9.25,8.96,-142.40,146.01,15.00,0.16,15.23,-0.00,0.34,-0.63
13599995,0.00,5.00,-0.01,5.53,-9.59,9.59,-9.67,8.96,-143.90,146.01,15.01,0.16,15.23,-0.00,9.59,-0.63
13610215,0.00,5.00,-0.01,5.26,-9.59,9.59,-9.67,8.96,-142.36,146.01,15.01,0.16,15.23,-0.00,-0.08,-0.63
13661594,0.00,5.00,-0.01,5.60,-9.59,9.59,-9.64,9.04,-142.36,146.05,15.01,0.16,15.23,-0.00,-0.05,-0.55
13671789,0.00,5.00,-0.01,5.71,-9.59,9.59,-9.64,9.04,-142.36,146.05,15.01,0.16,15.23,-0.00,-0.05,-0.55
13683877,0.00,5.00,-0.01,5.38,-9.59,9.59,-9.64,9.04,-142.36,146.05,15.01,0.16,15.23,-0.00,-0.05,-0.55
13694030,0.00,5.00,-0.10,5.34,-9.59,9.59,-9.64,0.00,-142.36,146.05,15.01,0.16,15.23,-0.00,-0.05,-0.55
13734838,0.00,5.00,-0.01,5.41,-9.59,9.59,-9.97,9.22,-142.30,146.09,15.00,0.16,15.23,-0.00,-0.38,-0.37
13745118,0.00,5.00,-0.01,5.49,-9.59,9.59,-9.97,9.22,-142.29,146.09,15.00,0.16,15.23,-0.00,-0.38,-0.37
13755400,0.00,5.00,0.11,5.06,-9.59,9.59,0.00,9.93,-142.29,146.09,15.00,0.16,15.23,-0.00,-0.38,-0.37
13765682,0.00,5.00,0.00,4.81,-9.59,9.59,-9.74,9.93,-143.91,146.09,15.01,0.16,15.23,-0.00,9.59,0.34
13796201,0.00,5.00,0.00,4.52,-9.59,9.59,-9.74,9.93,-142.35,146.07,15.01,0.16,15.23,0.00,-0.16,0.34
13806380,0.00,5.00,-0.10,4.40,-9.59,9.59,-9.74,0.00,-142.35,146.07,15.01,0.16,15.23,0.00,-0.16,0.34
13816862,0.00,5.00,-0.01,4.59,-9.59,9.59,-9.82,8.88,-143.94,146.11,15.01,0.16,15.24,0.00,9.59,-9.59
13827040,0.00,5.00,-0.01,4.43,-9.59,9.59,-9.82,8.88,-142.36,146.11,15.01,0.16,15.24,0.00,-0.23,-0.71
13878104,0.00,5.00,-0.10,4.66,-9.59,9.59,-9.48,0.00,-142.41,146.18,15.01,0.16,15.24,-0.00,0.11,-9.59
13888399,0.00,5.00,-0.10,4.62,-9.59,9.59,-9.48,0.00,-142.41,146.21,15.01,0.16,15.25,-0.00,0.11,-9.59
13898574,0.00,5.00,-0.10,4.42,-9.59,9.59,-9.48,0.00,-142.41,146.24,15.01,0.16,15.25,-0.00,0.11,-9.59
13908747,0.00,5.00,-0.10,4.20,-9.59,9.59,-9.48,0.00,-142.41,146.27,15.01,0.16,15.25,-0.00,0.11,-9.59
13959826,0.00,5.00,-0.00,4.54,-9.59,9.59,-9.69,9.26,-142.37,146.33,15.01,0.16,15.26,-0.00,-0.10,-0.33
13972092,0.00,5.00,0.10,4.48,-9.59,9.59,0.00,9.26,-143.96,146.33,15.01,0.16,15.26,-0.00,9.59,-0.33
13982743,0.00,5.00,-0.01,4.55,-9.59,9.59,-9.85,9.06,-142.37,146.33,15.01,0.16,15.26,-0.00,-0.26,-0.53
13992953,0.00,5.00,-0.01,4.42,-9.59,9.59,-9.85,9.06,-142.37,146.33,15.01,0.16,15.26,-0.00,-0.26,-0.53
14023655,0.00,5.00,-0.01,4.66,-9.59,9.59,-9.85,9.06,-142.36,146.34,15.01,0.16,15.26,-0.00,-0.26,-0.53
14034202,0.00,5.00,-0.10,4.51,-9.59,9.59,-9.45,0.00,-142.43,146.37,15.01,0.16,15.26,-0.00,0.14,-9.59
14044717,0.00,5.00,-0.00,4.72,-9.59,9.59,-9.45,9.02,-142.43,146.37,15.01,0.16,15.26,-0.00,0.14,-0.57
14055002,0.00,5.00,-0.00,4.66,-9.59,9.59,-9.45,9.02,-142.43,146.37,15.01,0.16,15.26,-0.00,0.14,-0.57
14096156,0.00,5.00,-0.10,4.91,-9.59,9.59,-9.31,0.00,-142.49,146.41,15.01,0.16,15.27,-0.00,0.28,-9.59
14106785,0.00,5.00,-0.01,5.07,-9.59,9.59,-9.31,8.79,-142.49,146.41,15.01,0.16,15.27,-0.00,0.28,-0.80
14117016,0.00,5.00,-0.01,5.18,-9.59,9.59,-9.31,8.79,-142.49,146.41,15.01,0.16,15.27,-0.00,0.28,-0.80
14127205,0.00,5.00,-0.01,5.25,-9.59,9.59,-9.31,8.79,-142.50,146.42,15.02,0.16,15.27,-0.00,0.28,-0.80
14178756,0.00,5.00,-0.01,5.25,-9.59,9.59,-9.78,8.79,-142.44,146.46,15.02,0.16,15.27,-0.00,-0.19,-0.80
14189090,0.00,5.00,-0.01,5.13,-9.59,9.59,-9.78,8.79,-142.44,146.46,15.02,0.16,15.27,-0.00,-0.19,-0.80
14199546,0.00,5.00,-0.01,5.40,-9.59,9.59,-9.41,8.79,-142.50,146.46,15.02,0.16,15.27,-0.00,0.18,-0.80
14209747,0.00,5.00,-0.10,5.46,-9.59,9.59,-9.41,0.00,-142.50,146.46,15.02,0.16,15.27,-0.00,0.18,-0.80
14240434,0.00,5.00,-0.00,5.35,-9.59,9.59,-9.41,9.11,-142.51,146.47,15.02,0.16,15.27,-0.00,0.18,-0.48
14250672,0.00,5.00,0.10,5.34,-9.59,9.59,0.00,9.11,-144.05,146.47,15.02,0.16,15.27,-0.00,9.59,-0.48
14260903,0.00,5.00,-0.00,5.31,-9.59,9.59,-9.35,9.11,-142.55,146.47,15.02,0.16,15.27,-0.00,0.24,-0.48
14271084,0.00,5.00,-0.10,5.33,-9.59,9.59,-9.35,0.00,-142.55,146.50,15.02,0.16,15.28,-0.00,0.24,-9.59
14314142,0.00,5.00,-0.01,5.64,-9.59,9.59,-9.89,9.32,-142.49,146.51,15.02,0.16,15.28,-0.00,-0.30,-0.27
14324565,0.00,5.00,-0.11,5.54,-9.59,9.59,-9.89,0.00,-142.49,146.51,15.02,0.16,15.28,-0.00,-0.30,-0.27
14335170,0.00,5.00,-0.01,5.32,-9.59,9.59,-9.89,9.15,-142.49,146.51,15.02,0.16,15.28,-0.00,-0.30,-0.44
14345470,0.00,5.00,-0.01,5.50,-9.59,9.59,-9.89,9.15,-142.48,146.51,15.02,0.16,15.28,-0.00,-0.30,-0.44
14396884,0.00,5.00,-0.00,5.63,-9.59,9.59,-9.75,9.32,-142.50,146.54,15.02,0.16,15.28,-0.00,-0.16,-0.27
14407239,0.00,5.00,-0.00,5.42,-9.59,9.59,-9.75,9.32,-142.49,146.54,15.02,0.16,15.28,-0.00,-0.16,-0.27
14417610,0.00,5.00,-0.01,5.21,-9.59,9.59,-10.09,9.32,-142.43,146.55,15.02,0.16,15.28,-0.00,-0.50,-0.27
14427802,0.00,5.00,-0.01,5.18,-9.59,9.59,-10.09,9.32,-142.43,146.55,15.02,0.16,15.28,-0.00,-0.50,-0.27
14468853,0.00,5.00,0.00,4.65,-9.59,9.59,-9.68,9.69,-142.48,146.54,15.02,0.16,15.28,0.00,-0.09,0.10
14479208,0.00,0.00,0.00,4.62,0.00,0.00,-9.68,9.69,0.00,0.00,15.02,0.17,15.28,0.00,-6.15,6.16
14489445,0.00,0.00,0.00,4.53,0.00,0.00,-9.68,9.69,0.00,0.00,15.02,0.17,15.28,0.01,-8.38,8.39
14499666,0.00,0.00,-0.10,4.46,0.00,0.00,-9.68,0.00,0.00,0.00,15.02,0.17,15.28,0.01,-9.20,-0.48
14530301,0.00,0.00,0.00,1.04,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.02,-0.02
14540568,0.00,0.00,0.00,-0.13,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.01,-0.01
14550782,0.00,0.00,0.00,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
14560978,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
14612070,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
14622427,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
14632670,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
14642865,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
14673494,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
14683721,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
14694081,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
14704288,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,15.02,0.18,15.28,0.01,0.00,-0.00
