t,v_ref,w_ref,v,w,omega_L,omega_R,u_L,u_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
10323080,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.03,0.00,15.03,0.00,0.00,0.00
10346630,0.30,0.00,0.00,-0.00,0.00,0.00,13.94,13.96,0.00,0.00,15.03,0.00,15.03,0.00,0.00,0.00
10378058,0.30,0.00,0.00,-0.00,0.00,0.00,13.94,13.96,0.00,0.00,15.05,0.00,15.05,0.00,-12.06,-12.07
10398867,0.30,0.00,0.00,0.22,0.05,0.00,14.43,13.48,0.05,0.00,15.05,-0.00,15.05,0.00,-13.20,-13.27
10419761,0.30,0.00,0.00,0.15,0.05,0.05,14.33,13.58,0.05,0.00,15.06,-0.00,15.06,0.00,-13.94,-13.40
10440689,0.30,0.00,0.10,-0.01,9.17,0.05,14.10,13.80,9.17,0.05,15.06,-0.00,15.07,-0.00,-5.04,-13.46
10472128,0.30,0.00,0.22,0.01,9.17,11.13,14.03,13.87,9.17,11.13,15.07,-0.01,15.08,-0.00,-4.91,-2.68
10492862,0.30,0.00,0.26,0.03,12.81,11.13,14.12,13.78,12.81,11.13,15.07,-0.01,15.08,-0.00,-1.24,-2.72
10513545,0.30,0.00,0.26,0.05,12.81,11.13,14.17,13.74,12.81,11.13,15.07,-0.01,15.08,-0.00,-1.29,-2.68
10544841,0.30,0.00,0.23,0.11,11.32,10.02,14.30,13.61,11.32,10.02,15.07,-0.01,15.08,-0.01,-2.92,-3.64
10565646,0.30,0.00,0.23,-0.47,11.32,10.02,13.16,14.75,11.32,10.02,15.07,-0.01,15.08,-0.01,-2.95,-3.61
10586457,0.30,0.00,0.41,-0.34,27.25,10.57,13.40,14.51,12.03,10.57,15.08,-0.01,15.09,-0.01,-1.54,-3.77
10617851,0.30,0.00,0.37,-0.31,22.77,11.80,13.38,14.53,22.77,11.80,15.06,0.02,15.09,-0.02,9.36,-2.70
10638670,0.30,0.00,0.37,-0.04,22.77,11.80,13.93,13.98,22.77,11.80,15.05,0.03,15.09,-0.02,9.38,-2.72
10659465,0.30,0.00,0.28,0.29,12.82,13.21,14.53,13.38,12.82,13.21,15.05,0.03,15.09,-0.02,-0.91,-0.97
10690707,0.30,0.00,0.28,-0.13,12.97,13.21,13.66,14.25,12.97,13.21,15.05,0.02,15.09,-0.02,-0.90,-0.83
10711522,0.30,0.00,0.28,-0.08,12.97,12.88,13.76,14.15,12.97,12.88,15.05,0.02,15.09,-0.02,-0.76,-1.30
10732430,0.30,0.00,0.29,-0.14,13.66,13.41,13.60,14.31,12.97,12.88,15.05,0.02,15.09,-0.02,-0.78,-1.28
10763728,0.30,0.00,0.29,-0.14,13.66,13.41,13.59,14.32,13.66,13.41,15.05,0.02,15.10,-0.02,0.05,-0.89
10784550,0.30,0.00,0.29,-0.13,13.40,13.13,13.69,14.22,13.40,13.13,15.05,0.02,15.10,-0.02,-0.19,-1.18
10805308,0.30,0.00,0.29,0.19,13.40,13.13,13.91,14.00,13.40,13.13,15.05,0.02,15.10,-0.02,-0.25,-1.12
10836755,0.30,0.00,0.49,-0.16,32.37,13.28,13.71,14.20,32.37,13.28,15.04,0.05,15.10,-0.02,18.62,-0.88
10857598,0.30,0.00,0.43,-0.01,25.32,14.49,13.93,13.98,25.32,14.49,15.03,0.07,15.10,-0.02,11.59,0.30
10878383,0.30,0.00,0.43,-0.01,25.32,14.49,13.94,13.96,25.32,14.49,15.02,0.08,15.10,-0.02,11.46,0.43
10909563,0.30,0.00,0.28,-0.18,12.45,13.31,13.44,14.46,12.45,13.31,15.02,0.08,15.10,-0.02,-1.16,-0.98
10930344,0.30,0.00,0.29,-0.08,13.69,13.21,13.64,14.27,13.69,13.21,15.02,0.08,15.10,-0.03,0.18,-1.19
