t,v_ref,w_ref,v,w,u_L,u_R,omega_L,omega_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
9919974,0.40,0.00,0.42,-0.76,18.60,18.60,19.16,19.49,282.15,281.53,15.17,0.00,15.13,0.00,0.56,0.89
9930377,0.40,0.00,0.42,-0.17,18.60,18.60,19.70,19.49,282.11,281.49,15.17,0.00,15.13,0.00,1.10,0.89
9940849,0.40,0.00,0.42,-0.19,18.60,18.60,19.70,19.28,282.06,281.47,15.17,0.00,15.13,0.00,1.10,0.67
9971774,0.40,0.00,0.42,-0.13,18.60,18.60,20.03,19.14,281.90,281.39,15.16,0.01,15.13,0.00,1.43,0.54
9982031,0.40,0.00,0.42,0.07,18.60,18.60,19.67,19.14,281.85,281.37,15.16,0.01,15.13,0.00,1.43,0.54
9992458,0.40,0.00,0.43,-0.19,18.60,18.60,19.67,19.92,281.81,281.32,15.16,0.01,15.13,0.01,1.07,1.32
10002675,0.40,0.00,0.43,0.11,18.60,18.60,19.67,19.92,281.77,281.26,15.16,0.01,15.13,0.01,1.07,1.32
10054363,0.40,0.00,0.43,0.15,18.60,18.60,20.47,19.64,281.45,281.10,15.15,0.02,15.12,0.01,1.86,1.03
10064874,0.40,0.00,0.42,-0.13,18.60,18.60,19.18,19.64,281.46,281.06,15.15,0.02,15.12,0.01,0.58,1.03
10075134,0.40,0.00,0.42,-0.02,18.60,18.60,19.18,19.82,281.43,281.01,15.15,0.02,15.12,0.01,0.58,1.21
10085423,0.40,0.00,0.43,-0.16,18.60,18.60,19.78,19.82,281.41,280.96,15.15,0.02,15.12,0.02,0.58,1.21
10126618,0.40,0.00,0.43,-0.11,18.60,18.60,20.07,20.23,281.18,280.75,15.14,0.03,15.11,0.02,1.47,1.63
10137011,0.40,0.00,0.43,-0.10,18.60,18.60,20.07,20.23,281.12,280.68,15.14,0.03,15.11,0.02,1.47,1.63
10147344,0.40,0.00,0.43,0.03,18.60,18.60,19.45,20.23,281.10,280.61,15.14,0.03,15.11,0.02,0.84,1.63
10157583,0.40,0.00,0.43,0.09,18.60,18.60,19.45,20.23,281.07,280.55,15.14,0.03,15.11,0.03,0.84,1.63
10198836,0.40,0.00,0.43,-0.11,18.60,18.60,20.09,20.21,280.74,280.27,15.13,0.04,15.10,0.03,1.49,1.68
10209213,0.40,0.00,0.43,0.36,18.60,18.60,20.09,20.21,280.68,280.21,15.13,0.04,15.10,0.03,1.49,1.60
10219504,0.40,0.00,0.43,0.45,18.60,18.60,19.59,20.21,280.62,280.15,15.13,0.04,15.10,0.04,1.49,1.60
10229929,0.40,0.00,0.43,0.58,18.60,18.60,19.59,20.65,280.60,280.05,15.13,0.04,15.09,0.04,0.99,2.05
10271136,0.40,0.00,0.42,0.06,18.60,18.60,19.62,19.82,280.48,279.82,15.12,0.04,15.09,0.04,0.81,1.21
10281526,0.40,0.00,0.42,0.15,18.60,18.60,19.62,19.63,280.43,279.78,15.12,0.04,15.09,0.05,1.02,1.02
10291740,0.40,0.00,0.42,0.08,18.60,18.60,19.62,19.63,280.39,279.74,15.12,0.05,15.09,0.05,1.02,1.02
10302048,0.40,0.00,0.43,0.14,18.60,18.60,19.35,20.37,280.37,279.70,15.12,0.05,15.08,0.05,0.75,1.02
10343099,0.40,0.00,0.42,0.07,18.60,18.60,19.40,19.65,280.25,279.48,15.12,0.05,15.08,0.05,0.79,1.04
10353664,0.40,0.00,0.44,0.02,18.60,18.60,20.10,20.43,280.22,279.44,15.11,0.05,15.08,0.05,0.79,1.04
10363896,0.40,0.00,0.44,0.12,18.60,18.60,20.10,20.43,280.12,279.32,15.11,0.05,15.08,0.06,1.50,1.83
10374087,0.40,0.00,0.44,0.16,18.60,18.60,20.10,20.43,280.06,279.24,15.11,0.05,15.07,0.06,1.50,1.83
10415474,0.40,0.00,0.42,0.31,18.60,18.60,19.21,20.24,280.00,278.98,15.11,0.06,15.07,0.06,0.60,1.64
10425820,0.40,0.00,0.42,0.13,18.60,18.60,19.21,20.24,279.98,278.92,15.11,0.06,15.06,0.07,0.60,1.64
10436182,0.40,0.00,0.43,0.08,18.60,18.60,20.06,19.70,279.87,278.91,15.11,0.06,15.06,0.07,1.45,1.09
10446404,0.40,0.00,0.43,0.30,18.60,18.60,20.06,19.70,279.81,278.87,15.10,0.06,15.06,0.07,1.45,1.09
10487752,0.40,0.00,0.43,0.17,18.60,18.60,19.41,20.90,279.66,278.46,15.10,0.06,15.05,0.08,1.04,2.29
10497953,0.40,0.00,0.43,0.16,18.60,18.60,19.41,20.90,279.64,278.37,15.10,0.06,15.05,0.08,0.81,2.29
10508216,0.40,0.00,0.43,-0.34,18.60,18.60,19.41,20.90,279.61,278.27,15.10,0.07,15.05,0.08,0.81,2.29
10518478,0.40,0.00,0.43,-0.37,18.60,18.60,20.67,19.36,279.44,278.37,15.10,0.07,15.05,0.08,2.07,0.76
10559403,0.40,0.00,0.43,0.19,18.60,18.60,20.18,19.56,279.18,278.22,15.09,0.07,15.04,0.08,1.58,0.96
10569831,0.40,0.00,0.41,0.14,18.60,18.60,19.05,19.51,279.25,278.19,15.09,0.08,15.04,0.09,0.44,0.90
10580115,0.40,0.00,0.41,-0.21,18.60,18.60,19.05,19.51,279.23,278.15,15.09,0.08,15.04,0.09,0.44,0.90
10590449,0.40,0.00,0.44,-0.13,18.60,18.60,20.62,19.98,279.21,278.12,15.09,0.08,15.04,0.09,0.44,0.90
10641956,0.40,0.00,0.59,0.22,18.60,18.60,21.19,20.44,272.23,277.78,15.01,0.20,15.03,0.09,15.59,1.46
10652522,0.40,0.00,0.43,0.24,18.60,18.60,19.41,20.44,275.22,277.67,15.01,0.21,15.03,0.10,0.81,1.84
10662744,0.40,0.00,0.43,0.35,18.60,18.60,19.41,20.44,275.19,277.59,15.01,0.21,15.03,0.10,0.81,1.84
10673141,0.40,0.00,0.44,0.09,18.60,18.60,20.23,20.34,275.16,277.53,15.01,0.21,15.03,0.10,0.81,1.73
10703942,0.40,0.00,0.43,-0.20,18.60,18.60,19.43,20.22,274.99,277.34,15.00,0.21,15.02,0.11,0.83,1.62
10714314,0.40,0.00,0.43,-0.29,18.60,18.60,19.43,20.22,274.96,277.27,15.00,0.21,15.02,0.11,0.83,1.62
10724668,0.40,0.00,0.42,-0.07,18.60,18.60,19.61,19.22,274.92,277.36,15.00,0.21,15.02,0.11,0.83,0.62
10734875,0.40,0.00,0.42,-0.13,18.60,18.60,19.61,19.22,274.85,277.33,15.00,0.21,15.02,0.11,1.00,0.62
10775901,0.40,0.00,0.42,-0.16,18.60,18.60,19.84,19.45,274.61,277.07,14.99,0.22,15.01,0.11,1.24,1.32
10786135,0.40,0.00,0.42,-0.18,18.60,18.60,19.89,19.45,274.55,277.09,14.99,0.22,15.01,0.11,1.29,0.85
10796353,0.40,0.00,0.42,-0.18,18.60,18.60,19.89,19.45,274.50,277.06,14.99,0.22,15.01,0.11,1.29,0.85
10806925,0.40,0.00,0.43,-0.23,18.60,18.60,19.48,20.34,274.45,276.89,14.99,0.22,15.01,0.12,1.29,1.74
10859001,0.40,0.00,0.62,-0.20,18.60,18.60,22.71,20.35,265.42,276.55,14.93,0.33,15.00,0.12,19.11,1.74
10869376,0.40,0.00,0.62,-0.00,18.60,18.60,22.71,20.35,263.68,276.48,14.91,0.37,15.00,0.13,19.11,1.74
10879971,0.40,0.00,0.61,-0.03,18.60,18.60,22.71,19.41,261.94,276.41,14.89,0.40,15.00,0.13,19.11,1.74
10890248,0.40,0.00,0.42,0.31,18.60,18.60,19.42,19.41,269.25,276.50,14.89,0.40,15.00,0.13,0.82,0.80
10921036,0.40,0.00,0.41,0.09,18.60,18.60,18.20,19.98,269.69,276.28,14.89,0.40,14.99,0.13,-0.40,1.38
10931502,0.40,0.00,0.41,0.20,18.60,18.60,18.20,19.67,269.70,276.23,14.89,0.40,14.99,0.13,-0.40,1.38
10941782,0.40,0.00,0.41,0.20,18.60,18.60,18.64,19.67,269.71,276.23,14.89,0.40,14.99,0.13,-0.40,1.07
10952000,0.40,0.00,0.41,0.34,18.60,18.60,18.64,19.67,269.54,276.18,14.89,0.40,14.99,0.14,0.04,1.07
10993303,0.40,0.00,0.41,0.55,18.60,18.60,19.18,18.99,269.25,276.01,14.89,0.40,14.98,0.14,0.58,0.39
11003583,0.40,0.00,0.40,0.26,18.60,18.60,18.41,18.99,269.57,276.00,14.89,0.40,14.98,0.14,-0.19,0.39
11013948,0.40,0.00,0.42,0.50,18.60,18.60,18.41,20.29,269.57,275.74,14.89,0.40,14.98,0.14,-0.19,1.68
11024335,0.40,0.00,0.44,0.22,18.60,18.60,20.44,20.29,268.68,275.67,14.89,0.41,14.98,0.15,1.83,1.68
11075989,0.40,0.00,0.42,0.49,18.60,18.60,18.85,19.80,269.10,275.42,14.88,0.41,14.97,0.15,0.34,1.19
11086390,0.40,0.00,0.42,0.40,18.60,18.60,18.85,19.80,269.13,275.38,14.88,0.41,14.97,0.16,0.25,1.19
11096823,0.40,0.00,0.41,0.20,18.60,18.60,18.85,19.52,269.12,275.39,14.88,0.41,14.97,0.16,0.25,0.91
11107151,0.40,0.00,0.41,0.08,18.60,18.60,18.92,19.52,269.11,275.35,14.88,0.41,14.97,0.16,0.25,0.91
11148540,0.40,0.00,0.43,-0.45,18.60,18.60,19.73,20.36,268.64,274.97,14.88,0.41,14.96,0.16,1.13,1.76
11159183,0.40,0.00,0.41,-0.12,18.60,18.60,18.17,20.36,268.59,274.90,14.88,0.42,14.96,0.17,1.13,1.76
11169520,0.40,0.00,0.40,-0.21,18.60,18.60,18.17,18.60,269.26,274.83,14.88,0.41,14.96,0.17,-0.44,1.76
11179752,0.40,0.00,0.40,0.28,18.60,18.60,18.17,18.60,269.27,275.12,14.88,0.41,14.96,0.17,-0.44,-0.00
11210583,0.40,0.00,0.42,-0.26,18.60,18.60,19.27,19.78,268.73,274.83,14.88,0.42,14.95,0.17,0.67,1.17
11220884,0.40,0.00,0.41,0.10,18.60,18.60,18.60,19.78,269.01,274.78,14.88,0.42,14.95,0.17,-0.00,1.17
11231262,0.40,0.00,0.41,0.43,18.60,18.60,18.60,19.50,269.01,274.80,14.88,0.42,14.95,0.17,-0.00,0.90
11241620,0.40,0.00,0.41,0.32,18.60,18.60,18.60,19.50,269.01,274.76,14.88,0.42,14.95,0.17,-0.00,0.90
11293225,0.40,0.00,0.41,0.41,18.60,18.60,18.85,19.53,268.84,274.53,14.87,0.42,14.94,0.18,0.25,0.93
11303691,0.40,0.00,0.42,0.35,18.60,18.60,18.88,20.65,268.82,274.49,14.87,0.42,14.94,0.18,0.28,0.93
11313910,0.40,0.00,0.42,0.41,18.60,18.60,18.88,20.65,268.81,274.21,14.87,0.42,14.94,0.18,0.28,2.04
11324213,0.40,0.00,0.42,0.35,18.60,18.60,18.88,20.65,268.80,274.13,14.87,0.42,14.94,0.18,0.28,2.04
11365197,0.40,0.00,0.42,-0.19,18.60,18.60,19.40,19.49,268.51,274.07,14.87,0.42,14.93,0.19,0.80,0.88
11375583,0.40,0.00,0.42,-0.13,18.60,18.60,19.40,19.49,268.48,274.04,14.87,0.42,14.93,0.19,0.80,0.88
11385883,0.40,0.00,0.42,-0.30,18.60,18.60,19.52,19.76,268.39,273.94,14.87,0.42,14.93,0.19,0.92,1.15
11396080,0.40,0.00,0.42,-0.17,18.60,18.60,19.52,19.76,268.35,273.89,14.87,0.42,14.93,0.19,0.92,1.15
11437299,0.40,0.00,0.41,-0.14,18.60,18.60,18.02,20.04,268.26,273.97,14.87,0.43,14.93,0.20,0.84,0.34
11447736,0.40,0.00,0.76,-0.12,18.60,18.60,22.94,20.04,268.88,273.70,14.87,0.43,14.92,0.20,-0.58,1.43
11458101,0.40,0.00,0.76,0.03,18.60,18.60,22.94,20.04,250.03,273.64,14.83,0.51,14.92,0.20,32.34,1.43
11468400,0.40,0.00,0.57,-0.02,18.60,18.60,21.89,19.81,258.14,273.64,14.82,0.53,14.92,0.20,14.28,1.20
11509565,0.40,0.00,0.41,0.12,18.60,18.60,17.97,19.83,264.70,273.44,14.79,0.58,14.92,0.20,-0.64,1.23
11520161,0.40,0.00,0.41,0.11,18.60,18.60,18.80,19.72,264.71,273.42,14.79,0.58,14.91,0.21,-0.64,1.12
11530416,0.40,0.00,0.41,0.09,18.60,18.60,18.80,19.72,264.22,273.37,14.79,0.58,14.91,0.21,0.20,1.12
11540815,0.40,0.00,0.41,0.12,18.60,18.60,18.80,19.45,264.22,273.33,14.79,0.58,14.91,0.21,0.20,1.12
11582075,0.40,0.00,0.43,0.02,18.60,18.60,19.48,20.15,263.75,273.05,14.78,0.58,14.91,0.21,0.87,1.55
11592311,0.40,0.00,0.43,-0.08,18.60,18.60,19.48,20.15,263.72,272.99,14.78,0.58,14.91,0.21,0.87,1.55
11602642,0.40,0.00,0.42,0.04,18.60,18.60,19.52,19.31,263.68,273.14,14.78,0.58,14.90,0.21,0.87,0.71
11612854,0.40,0.00,0.42,-0.07,18.60,18.60,19.52,19.31,263.62,273.11,14.78,0.58,14.90,0.21,0.92,0.71
11664474,0.40,0.00,0.42,0.35,18.60,18.60,18.37,20.34,264.26,272.64,14.78,0.58,14.90,0.22,-0.24,1.74
11675071,0.40,0.00,0.40,0.24,18.60,18.60,18.37,18.99,264.26,272.56,14.78,0.58,14.90,0.22,-0.24,1.74
11685449,0.40,0.00,0.40,0.22,18.60,18.60,18.24,18.99,264.27,272.85,14.78,0.58,14.89,0.22,-0.24,0.39
11695663,0.40,0.00,0.40,0.15,18.60,18.60,18.24,18.99,264.36,272.84,14.78,0.58,14.89,0.22,-0.36,0.39
11726921,0.40,0.00,0.42,0.17,18.60,18.60,19.72,19.50,263.42,272.12,14.78,0.58,14.89,0.23,1.12,2.30
11737314,0.40,0.00,0.42,0.22,18.60,18.60,19.72,19.50,263.37,272.41,14.78,0.58,14.89,0.23,1.12,0.89
11747736,0.40,0.00,0.41,0.25,18.60,18.60,18.43,19.50,264.13,272.37,14.78,0.58,14.88,0.23,-0.17,0.89
11758039,0.40,0.00,0.41,0.12,18.60,18.60,18.43,19.73,264.14,272.28,14.78,0.58,14.88,0.23,-0.17,1.12
11799509,0.40,0.00,0.43,0.05,18.60,18.60,19.45,20.45,264.18,271.87,14.78,0.58,14.88,0.24,-0.20,1.84
11810029,0.40,0.00,0.43,-0.00,18.60,18.60,19.45,20.24,263.53,271.85,14.78,0.58,14.88,0.24,0.85,1.64
11820322,0.40,0.00,0.43,-0.08,18.60,18.60,19.45,20.24,263.50,271.78,14.78,0.59,14.87,0.24,0.85,1.64
11830932,0.40,0.00,0.41,0.12,18.60,18.60,19.05,19.01,263.72,271.72,14.78,0.59,14.87,0.24,0.45,1.64
11882448,0.40,0.00,0.40,0.76,18.60,18.60,17.83,19.54,263.99,271.75,14.77,0.59,14.87,0.25,-0.06,0.93
11892868,0.40,0.00,0.40,0.61,18.60,18.60,17.83,19.31,264.43,271.78,14.78,0.59,14.87,0.25,-0.78,0.71
11903069,0.40,0.00,0.40,0.68,18.60,18.60,17.83,19.31,264.46,271.75,14.78,0.58,14.87,0.25,-0.78,0.71
11913533,0.40,0.00,0.41,0.60,18.60,18.60,18.81,19.26,263.87,271.72,14.78,0.59,14.87,0.25,0.21,0.71
11944258,0.40,0.00,0.41,0.41,18.60,18.60,18.39,20.19,264.11,271.39,14.78,0.59,14.86,0.25,-0.22,1.59
11954643,0.40,0.00,0.41,0.28,18.60,18.60,18.39,20.19,264.12,271.32,14.78,0.59,14.86,0.25,-0.22,1.59
11965091,0.40,0.00,0.41,0.20,18.60,18.60,18.39,19.42,264.12,271.26,14.78,0.58,14.86,0.26,-0.22,1.59
11975310,0.40,0.00,0.41,0.19,18.60,18.60,18.41,19.42,264.12,271.42,14.78,0.58,14.86,0.26,-0.19,0.82
12018106,0.40,0.00,0.41,-0.03,18.60,18.60,18.88,18.88,263.84,271.48,14.78,0.58,14.86,0.26,0.27,0.27
12028792,0.40,0.00,0.40,-0.14,18.60,18.60,17.99,19.09,264.37,271.41,14.78,0.58,14.86,0.26,-0.61,0.48
12039014,0.40,0.00,0.40,0.21,18.60,18.60,17.99,19.09,264.39,271.39,14.78,0.58,14.85,0.26,-0.61,0.48
12049391,0.40,0.00,0.40,0.17,18.60,18.60,17.99,19.51,264.41,271.37,14.78,0.58,14.85,0.26,-0.61,0.48
12090587,0.40,0.00,0.40,-0.05,18.60,18.60,18.47,18.84,264.13,271.32,14.78,0.58,14.85,0.26,-0.13,0.24
12100943,0.40,0.00,0.40,0.16,18.60,18.60,18.47,18.84,264.13,271.31,14.78,0.58,14.85,0.26,-0.13,0.24
12111249,0.40,0.00,0.42,0.38,18.60,18.60,19.00,19.86,264.14,270.99,14.78,0.58,14.85,0.26,-0.13,1.26
12121537,0.40,0.00,0.42,0.28,18.60,18.60,19.00,19.86,263.81,270.94,14.78,0.58,14.85,0.27,0.40,1.26
12173397,0.40,0.00,0.41,0.41,18.60,18.60,18.89,19.71,263.88,270.75,14.78,0.58,14.84,0.27,0.29,1.10
12183886,0.40,0.00,0.41,0.56,18.60,18.60,18.89,19.30,263.87,270.71,14.78,0.58,14.84,0.27,0.29,1.10
12194178,0.40,0.00,0.41,0.24,18.60,18.60,18.67,19.30,263.86,270.79,14.78,0.58,14.84,0.27,0.29,0.70
12204407,0.40,0.00,0.41,0.56,18.60,18.60,18.67,19.30,263.99,270.77,14.78,0.58,14.84,0.27,0.07,0.70
12235376,0.40,0.00,0.41,0.30,18.60,18.60,18.96,19.46,263.80,270.35,14.78,0.58,14.83,0.28,0.36,1.54
12245877,0.40,0.00,0.42,0.06,18.60,18.60,19.82,19.46,263.79,270.50,14.78,0.58,14.83,0.28,0.36,0.86
12256111,0.40,0.00,0.42,0.06,18.60,18.60,19.82,19.46,263.24,270.47,14.77,0.59,14.83,0.28,1.22,0.86
12266441,0.40,0.00,0.42,-0.08,18.60,18.60,19.82,18.96,263.19,270.44,14.77,0.59,14.83,0.28,1.22,0.86
12318055,0.40,0.00,0.42,-0.48,18.60,18.60,19.80,19.43,263.09,270.12,14.77,0.59,14.83,0.29,1.20,1.32
12328614,0.40,0.00,0.42,-0.13,18.60,18.60,19.80,19.43,263.04,270.23,14.77,0.59,14.83,0.29,1.20,0.83
12338886,0.40,0.00,0.41,-0.07,18.60,18.60,18.92,19.43,263.55,270.20,14.77,0.59,14.82,0.29,0.31,0.83
12349122,0.40,0.00,0.41,0.05,18.60,18.60,18.92,19.30,263.54,270.21,14.77,0.59,14.82,0.29,0.31,0.70
12390352,0.40,0.00,0.41,0.17,18.60,18.60,18.84,19.30,263.54,270.10,14.77,0.59,14.82,0.29,0.24,0.70
12400781,0.40,0.00,0.41,0.08,18.60,18.60,18.84,19.52,263.53,270.07,14.77,0.59,14.82,0.29,0.24,0.70
12411007,0.40,0.00,0.41,0.20,18.60,18.60,18.84,19.52,263.52,269.97,14.77,0.59,14.82,0.29,0.24,0.92
12421261,0.40,0.00,0.41,0.14,18.60,18.60,18.54,19.52,263.70,269.94,14.77,0.59,14.82,0.29,-0.06,0.92
12452579,0.40,0.00,0.41,-0.30,18.60,18.60,18.75,19.21,263.58,269.83,14.77,0.59,14.82,0.30,0.15,0.93
12462954,0.40,0.00,0.41,-0.02,18.60,18.60,18.75,19.21,263.57,269.90,14.77,0.59,14.81,0.30,0.15,0.60
12473231,0.40,0.00,0.41,-0.14,18.60,18.60,18.47,19.21,263.57,269.88,14.77,0.59,14.81,0.30,0.15,0.60
12483498,0.40,0.00,0.41,0.24,18.60,18.60,18.47,20.12,263.74,269.54,14.77,0.59,14.81,0.30,-0.13,1.51
12524449,0.40,0.00,0.40,0.07,18.60,18.60,18.31,18.59,263.87,269.88,14.77,0.59,14.81,0.30,-0.30,-0.01
12534914,0.40,0.00,0.40,0.27,18.60,18.60,18.49,19.05,263.76,269.88,14.77,0.59,14.81,0.30,-0.11,-0.01
12545267,0.40,0.00,0.40,0.15,18.60,18.60,18.49,19.05,263.77,269.73,14.77,0.59,14.81,0.30,-0.11,0.45
12555710,0.40,0.00,0.41,0.23,18.60,18.60,18.77,19.05,263.77,269.71,14.77,0.59,14.81,0.30,-0.11,0.45
12607188,0.40,0.00,0.41,0.29,18.60,18.60,18.65,19.44,263.65,269.43,14.77,0.59,14.80,0.31,0.05,0.83
12617791,0.40,0.00,0.42,0.42,18.60,18.60,18.94,19.98,263.47,269.39,14.77,0.59,14.80,0.31,0.33,0.83
12628015,0.40,0.00,0.42,0.24,18.60,18.60,18.94,19.98,263.46,269.17,14.77,0.59,14.80,0.31,0.33,1.38
12638286,0.40,0.00,0.42,0.26,18.60,18.60,18.68,19.98,263.44,269.12,14.76,0.59,14.80,0.31,0.33,1.38
12669231,0.40,0.00,0.41,0.55,18.60,18.60,18.58,19.72,263.58,269.53,14.76,0.59,14.80,0.31,0.08,0.04
12679470,0.40,0.00,0.41,0.35,18.60,18.60,18.58,19.72,263.65,269.15,14.76,0.59,14.80,0.31,-0.02,1.12
12689677,0.40,0.00,0.41,0.62,18.60,18.60,18.58,19.72,263.65,269.10,14.76,0.59,14.80,0.31,-0.02,1.12
12700064,0.40,0.00,0.41,0.11,18.60,18.60,18.81,18.90,263.50,269.06,14.76,0.59,14.80,0.31,0.21,1.12
12751812,0.00,0.00,0.40,0.54,0.00,0.00,17.61,19.32,264.29,269.00,14.77,0.59,14.79,0.32,-0.99,0.89
12762209,0.00,0.00,0.40,0.39,0.00,0.00,18.26,19.32,0.00,0.00,14.76,0.60,14.79,0.33,11.41,12.48
12772445,0.00,0.00,0.40,-0.12,0.00,0.00,18.26,19.32,0.00,0.00,14.76,0.62,14.79,0.35,15.74,16.80
12782647,0.00,0.00,0.40,0.07,0.00,0.00,18.26,19.32,0.00,0.00,14.76,0.63,14.79,0.36,17.33,18.40
12823618,0.00,0.00,0.00,-0.56,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.02,-0.02
12834059,0.00,0.00,0.00,-0.42,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.01,-0.01
12844299,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
12854507,0.00,0.00,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
12885070,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
12895377,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
12905736,0.00,0.00,0.00,-0.06,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
12915942,0.00,0.00,0.00,-0.14,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
12956756,0.00,0.00,0.00,0.36,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
12966943,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
12977184,0.00,0.00,0.00,-0.05,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
12987396,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
13038424,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
13048792,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
13059063,0.00,0.00,0.00,-0.03,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
13069349,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
13100040,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
13110251,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
13120686,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
13130876,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
13181915,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.75,0.66,14.78,0.40,-0.00,-0.00
