t,v_ref,w_ref,v,w,u_L,u_R,omega_L,omega_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
16993194,0.06,0.00,0.05,0.03,2.64,2.64,0.00,4.56,38.88,35.38,14.74,0.55,14.68,0.73,-2.64,1.92
17034052,0.06,0.00,0.04,0.01,2.64,2.64,4.11,0.00,36.62,38.72,14.74,0.55,14.68,0.73,1.47,-2.64
17044438,0.01,0.00,0.04,-0.03,0.67,0.67,4.11,0.00,7.58,9.79,14.74,0.55,14.68,0.73,2.71,-1.39
17054654,0.01,0.00,0.00,-0.10,0.67,0.67,0.00,0.00,9.83,9.79,14.74,0.55,14.68,0.73,-0.93,-0.93
17064918,0.01,0.00,0.00,-0.09,0.67,0.67,0.00,0.00,9.83,9.79,14.74,0.55,14.68,0.73,-0.77,-0.77
17105837,0.01,0.00,0.04,-0.11,0.67,0.67,0.00,3.39,9.83,9.79,14.74,0.55,14.68,0.73,-0.67,-0.67
17116215,0.00,0.00,0.04,-0.07,0.00,0.00,0.00,3.39,0.00,0.00,14.74,0.55,14.68,0.73,-0.25,3.15
17126446,0.00,0.00,0.04,0.00,0.00,0.00,0.00,3.39,0.00,0.00,14.74,0.55,14.68,0.73,-0.09,3.30
17136627,0.00,0.00,0.04,0.01,0.00,0.00,0.00,3.39,0.00,0.00,14.74,0.55,14.68,0.73,-0.03,3.36
17177533,0.01,0.00,0.00,0.10,0.70,0.70,0.00,0.00,0.00,0.00,14.74,0.55,14.68,0.73,-0.00,-0.00
17187908,0.01,0.00,0.00,-0.10,0.70,0.70,0.00,0.00,10.25,10.21,14.74,0.55,14.68,0.73,-0.44,-0.44
17198125,0.01,0.00,0.00,-0.10,0.70,0.70,0.00,0.00,10.25,10.21,14.74,0.55,14.68,0.73,-0.60,-0.60
17208344,0.01,0.00,0.00,-0.12,0.70,0.70,0.00,0.00,10.25,10.21,14.74,0.55,14.68,0.73,-0.66,-0.66
17239033,0.01,0.00,0.02,-0.22,0.70,0.70,2.25,0.00,9.02,10.21,14.74,0.55,14.68,0.73,1.55,-0.69
17249323,0.01,0.00,0.02,-0.12,0.70,0.70,2.25,0.00,9.02,10.21,14.74,0.55,14.68,0.73,1.55,-0.69
17259541,0.01,0.00,0.02,0.07,0.70,0.70,2.25,0.00,9.02,10.21,14.74,0.55,14.68,0.73,1.55,-0.70
17269740,0.01,0.00,0.02,0.26,0.70,0.70,2.25,0.00,9.01,10.21,14.74,0.55,14.68,0.73,1.55,-0.70
17310586,0.01,0.00,0.00,0.02,0.70,0.70,0.00,0.00,10.25,10.21,14.74,0.55,14.68,0.73,-0.70,-0.70
17320943,0.06,0.00,0.00,-0.06,2.69,2.69,0.00,0.00,39.62,39.46,14.74,0.55,14.68,0.73,-1.96,-1.96
17331149,0.06,0.00,0.00,-0.09,2.69,2.69,0.00,0.00,39.62,39.46,14.74,0.55,14.68,0.73,-2.42,-2.42
17341352,0.06,0.00,0.00,-0.15,2.69,2.69,0.00,0.00,39.62,39.46,14.74,0.55,14.68,0.73,-2.59,-2.59
17382462,0.06,0.00,0.02,-0.25,2.69,2.69,0.00,2.01,39.62,37.99,14.74,0.55,14.68,0.73,-2.69,-0.68
17392819,0.12,0.00,0.06,-0.07,5.79,5.79,3.34,2.01,37.78,37.99,14.74,0.55,14.68,0.73,0.65,-0.68
17403193,0.12,0.00,0.06,0.17,5.79,5.79,3.34,2.01,83.43,83.45,14.74,0.55,14.68,0.73,-1.31,-2.64
17413429,0.12,0.00,0.04,0.28,5.79,5.79,3.34,0.00,83.43,83.45,14.74,0.55,14.68,0.73,-2.03,-3.36
17454242,0.12,0.00,0.00,-0.08,5.79,5.79,0.00,0.00,85.28,84.94,14.74,0.55,14.68,0.73,-5.78,-5.78
17464606,0.21,0.00,0.00,-0.14,9.68,9.68,0.00,0.00,142.72,142.15,14.74,0.55,14.68,0.73,-8.25,-8.25
17474815,0.21,0.00,0.00,-0.15,9.68,9.68,0.00,0.00,142.75,142.18,14.75,0.55,14.69,0.73,-9.15,-9.15
17486896,0.21,0.00,0.00,0.10,9.68,9.68,0.00,0.00,142.78,142.21,14.75,0.55,14.69,0.73,-9.49,-9.49
17527720,0.21,0.00,0.09,-0.16,9.68,9.68,4.51,4.08,140.42,139.32,14.76,0.55,14.70,0.73,-5.17,-5.59
17537863,0.21,0.00,0.09,-0.17,9.68,9.68,4.51,4.08,140.44,139.34,14.76,0.55,14.70,0.73,-5.17,-5.60
17548125,0.21,0.00,0.05,-0.05,9.68,9.68,4.51,0.00,140.46,139.37,14.76,0.54,14.70,0.73,-5.17,-5.60
17558408,0.21,0.00,0.09,0.19,9.68,9.68,0.00,8.23,140.48,142.36,14.76,0.54,14.71,0.73,-5.17,-9.68
17601309,0.30,0.00,0.18,-0.32,14.00,14.00,8.58,8.23,202.10,199.94,14.77,0.54,14.71,0.72,-3.83,-4.18
17611672,0.30,0.00,0.09,-0.81,14.00,14.00,8.58,0.00,202.15,205.98,14.77,0.54,14.72,0.72,-4.83,-13.41
17622011,0.30,0.00,0.18,-0.33,14.00,14.00,8.77,7.88,206.87,200.36,14.78,0.54,14.72,0.72,-13.78,-5.90
17632207,0.30,0.00,0.18,-0.25,14.00,14.00,8.77,7.88,202.22,200.43,14.78,0.54,14.72,0.72,-5.15,-6.04
17673262,0.39,0.00,0.23,-0.15,18.31,18.31,10.93,10.13,265.12,262.65,14.80,0.53,14.74,0.71,-5.79,-6.58
17683642,0.39,0.00,0.23,-0.54,18.31,18.31,10.93,10.13,265.26,262.79,14.80,0.52,14.74,0.70,-6.79,-7.59
17693862,0.39,0.00,0.23,-0.44,18.31,18.31,10.93,10.13,265.40,262.95,14.81,0.52,14.75,0.70,-7.16,-7.96
17704060,0.39,0.00,0.23,-0.20,18.31,18.31,10.93,10.13,265.55,263.10,14.81,0.51,14.76,0.69,-7.29,-8.09
17745325,0.39,0.00,0.35,-0.21,18.31,18.31,16.72,15.55,262.96,259.78,14.82,0.50,14.77,0.68,-1.59,-2.76
17755596,0.39,0.00,0.35,-0.20,18.31,18.31,16.72,15.55,263.01,259.85,14.83,0.50,14.77,0.68,-1.59,-2.76
17765866,0.39,0.00,0.35,-0.44,18.31,18.31,16.72,15.55,263.05,259.93,14.83,0.50,14.77,0.68,-1.59,-2.76
17776162,0.39,0.00,0.35,-0.83,18.31,18.31,17.44,15.55,262.71,260.00,14.83,0.50,14.78,0.68,-0.87,-2.76
17827885,0.48,0.00,0.64,-0.25,22.19,22.19,20.52,16.92,302.59,316.85,14.78,0.59,14.79,0.67,21.76,-3.84
17838469,0.48,0.00,0.53,-0.14,22.19,22.19,21.83,17.75,308.15,317.02,14.76,0.61,14.79,0.66,10.16,-4.74
17848715,0.48,0.00,0.53,-0.29,22.19,22.19,21.83,17.75,307.38,316.63,14.75,0.63,14.80,0.66,9.83,-4.25
17858975,0.48,0.00,0.39,0.50,22.19,22.19,18.83,17.75,315.65,316.79,14.75,0.62,14.80,0.65,-3.29,-4.37
17890423,0.48,0.00,0.44,0.09,22.19,22.19,19.97,21.25,315.31,314.76,14.76,0.61,14.81,0.65,-2.22,-0.93
17900791,0.54,0.00,0.44,-0.11,25.27,25.27,19.97,21.25,360.94,360.47,14.77,0.61,14.81,0.64,-4.17,-2.88
17911238,0.54,0.00,0.45,-0.21,25.27,25.27,20.73,21.25,360.68,360.66,14.77,0.61,14.81,0.64,-4.12,-3.60
17921636,0.54,0.00,0.46,0.38,25.27,25.27,20.73,21.63,360.90,360.60,14.78,0.60,14.82,0.64,-4.39,-3.49
17974900,0.59,0.00,0.50,0.18,27.24,27.24,23.30,23.52,389.27,389.41,14.79,0.59,14.83,0.62,-3.21,-2.99
17985333,0.59,0.00,0.50,-0.46,27.24,27.24,23.12,23.41,389.61,389.69,14.80,0.58,14.84,0.62,-3.85,-3.56
17995611,0.59,0.00,0.50,-0.21,27.24,27.24,23.12,23.41,389.85,389.91,14.80,0.58,14.84,0.61,-4.02,-3.72
18005944,0.59,0.00,0.53,-0.28,27.24,27.24,24.77,24.89,389.05,389.16,14.81,0.57,14.84,0.61,-2.43,-2.31
18036678,0.59,0.00,0.56,-0.40,27.24,27.24,25.92,25.89,388.73,388.88,14.81,0.57,14.85,0.60,-1.31,-1.35
18046940,0.59,0.00,0.57,-0.24,27.24,27.24,26.32,26.42,388.57,388.62,14.81,0.57,14.85,0.60,-0.92,-0.82
18057278,0.59,0.00,0.58,-0.46,27.24,27.24,27.17,26.42,388.63,388.67,14.81,0.56,14.85,0.60,-0.92,-0.82
18067748,0.59,0.00,0.57,-0.33,27.24,27.24,27.17,25.81,388.15,389.14,14.81,0.56,14.85,0.60,-0.06,-1.43
18119379,0.60,0.00,0.59,0.30,27.91,27.91,27.39,27.84,398.06,398.01,14.82,0.56,14.86,0.60,-0.27,0.18
18129861,0.60,0.00,0.60,-0.20,27.91,27.91,27.39,28.51,398.09,397.56,14.82,0.56,14.86,0.60,-0.42,0.69
18140372,0.60,0.00,0.59,-0.10,27.91,27.91,27.29,27.91,398.18,397.50,14.82,0.56,14.85,0.60,-0.58,0.63
18150610,0.60,0.00,0.59,-0.01,27.91,27.91,27.29,27.91,398.23,397.86,14.82,0.56,14.85,0.60,-0.60,0.02
18191882,0.58,0.00,0.62,-0.22,27.21,27.21,29.33,28.47,397.71,397.42,14.82,0.56,14.85,0.60,0.43,0.56
18202344,0.58,0.00,0.62,-0.10,27.21,27.21,29.33,28.61,386.65,386.87,14.82,0.56,14.85,0.60,1.86,1.15
18212632,0.58,0.00,0.60,-0.09,27.21,27.21,26.82,28.61,388.09,386.76,14.82,0.56,14.85,0.60,-0.49,1.31
18222863,0.58,0.00,0.59,0.36,27.21,27.21,26.82,28.21,388.12,386.93,14.82,0.56,14.85,0.60,-0.43,0.97
18254004,0.58,0.00,0.61,-0.26,27.21,27.21,29.02,28.08,386.68,386.84,14.81,0.56,14.84,0.61,1.81,0.86
18264420,0.54,0.00,0.61,-0.27,25.22,25.22,29.02,28.08,356.92,357.10,14.81,0.57,14.84,0.61,3.07,2.13
18274866,0.54,0.00,0.60,0.05,25.22,25.22,27.54,28.13,357.61,356.87,14.81,0.57,14.84,0.61,2.06,2.64
18285164,0.54,0.00,0.60,-0.05,25.22,25.22,27.54,28.13,357.44,356.66,14.80,0.57,14.83,0.62,2.23,2.81
18337085,0.54,0.00,0.55,0.17,25.22,25.22,25.22,25.86,358.51,357.53,14.80,0.58,14.82,0.63,0.01,0.65
18347350,0.54,0.00,0.56,0.18,25.22,25.22,26.30,25.86,358.51,357.49,14.80,0.58,14.82,0.63,0.01,0.65
18357777,0.54,0.00,0.56,0.18,25.22,25.22,26.30,25.97,357.81,357.37,14.80,0.58,14.82,0.63,1.08,0.75
18368062,0.54,0.00,0.55,0.05,25.22,25.22,25.16,25.97,357.74,357.31,14.79,0.58,14.82,0.63,1.08,0.75
18398948,0.54,0.00,0.55,0.13,25.22,25.22,24.93,25.81,358.56,357.10,14.80,0.58,14.81,0.64,-0.29,0.59
18409362,0.48,0.00,0.55,-0.01,22.12,22.12,25.59,25.81,312.64,311.07,14.79,0.58,14.81,0.64,1.67,2.55
18419720,0.48,0.00,0.55,-0.12,22.12,22.12,25.59,25.40,312.06,311.16,14.79,0.59,14.81,0.64,3.05,2.86
18430033,0.48,0.00,0.56,-0.28,22.12,22.12,26.24,25.40,311.86,310.97,14.78,0.59,14.80,0.65,3.32,3.13
18481630,0.39,0.00,0.48,-0.07,18.22,18.22,22.50,22.41,313.11,312.39,14.77,0.61,14.79,0.66,0.38,0.29
18492004,0.39,0.00,0.48,-0.24,18.22,18.22,22.50,22.41,255.45,254.66,14.77,0.61,14.79,0.66,2.84,2.76
18502379,0.39,0.00,0.47,-0.12,18.22,18.22,22.07,22.02,255.56,254.50,14.77,0.61,14.78,0.67,3.32,3.66
18512693,0.39,0.00,0.47,-0.31,18.22,18.22,22.07,22.02,255.40,254.60,14.76,0.62,14.78,0.67,3.65,3.60
18553783,0.39,0.00,0.41,-0.40,18.22,18.22,19.08,19.35,256.83,255.00,14.75,0.63,14.77,0.68,0.86,2.50
18564002,0.39,0.00,0.41,-0.58,18.22,18.22,19.08,19.35,256.79,255.90,14.75,0.63,14.77,0.68,0.86,1.13
18574196,0.39,0.00,0.41,-0.96,18.22,18.22,19.08,19.35,256.76,255.86,14.75,0.63,14.77,0.68,0.86,1.13
18584818,0.39,0.00,0.41,-0.23,18.22,18.22,19.26,18.89,256.61,256.15,14.75,0.63,14.77,0.68,1.04,0.67
18625938,0.30,0.00,0.39,-0.27,13.91,13.91,18.12,18.26,257.26,256.53,14.75,0.63,14.76,0.69,-0.10,0.04
18636404,0.30,0.00,0.39,-0.13,13.91,13.91,18.12,18.26,193.56,192.74,14.74,0.63,14.76,0.69,2.62,2.77
18646707,0.30,0.00,0.38,-0.19,13.91,13.91,17.88,17.09,193.62,193.48,14.74,0.64,14.76,0.69,3.39,2.60
18656898,0.30,0.00,0.38,0.06,13.91,13.91,17.88,17.09,193.51,193.40,14.74,0.64,14.76,0.69,3.75,2.97
18699895,0.30,0.00,0.35,-0.40,13.91,13.91,16.41,16.59,194.16,193.46,14.73,0.65,14.75,0.70,2.50,2.68
18710474,0.21,0.00,0.30,-0.45,9.60,9.60,14.58,13.60,131.83,129.80,14.73,0.65,14.74,0.71,3.39,5.40
18720909,0.21,0.00,0.30,-0.81,9.60,9.60,14.58,13.60,131.76,131.86,14.72,0.66,14.74,0.71,4.40,3.42
18731120,0.21,0.00,0.30,-0.60,9.60,9.60,14.58,13.60,131.68,131.80,14.72,0.66,14.74,0.71,4.76,3.79
18772130,0.12,0.00,0.24,-0.44,5.71,5.71,11.81,10.20,133.30,134.07,14.71,0.67,14.73,0.72,2.21,0.59
18782498,0.12,0.00,0.24,-0.47,5.71,5.71,11.81,10.20,76.13,76.83,14.71,0.67,14.73,0.72,4.67,3.05
18792719,0.12,0.00,0.24,-0.54,5.71,5.71,11.81,10.20,76.07,76.80,14.71,0.67,14.73,0.72,5.57,3.96
18802916,0.12,0.00,0.11,-0.46,5.71,5.71,0.00,10.20,76.02,76.76,14.70,0.68,14.73,0.73,5.90,4.29
18843934,0.12,0.00,0.17,-0.07,5.71,5.71,9.14,6.61,77.74,84.17,14.70,0.68,14.73,0.73,3.42,-5.72
18854203,0.12,0.00,0.17,-0.13,5.71,5.71,9.14,6.61,77.72,79.35,14.70,0.69,14.73,0.73,3.43,0.89
18864413,0.12,0.00,0.07,-0.14,5.71,5.71,0.00,6.61,83.99,79.35,14.70,0.69,14.73,0.73,-5.72,0.90
18874639,0.12,0.00,0.07,-0.28,5.71,5.71,0.00,6.61,84.00,79.34,14.70,0.69,14.73,0.73,-5.71,0.90
18915423,0.06,0.00,0.00,-0.15,2.64,2.64,0.00,0.00,84.01,84.17,14.70,0.69,14.73,0.73,-5.71,-5.71
18925989,0.06,0.00,0.05,-0.19,2.64,2.64,4.71,0.00,35.54,38.85,14.70,0.69,14.73,0.73,0.94,-3.77
18936229,0.06,0.00,0.05,-0.17,2.64,2.64,4.71,0.00,35.54,38.85,14.70,0.69,14.73,0.73,1.66,-3.05
18946456,0.06,0.00,0.05,-0.01,2.64,2.64,4.71,0.00,35.53,38.85,14.70,0.69,14.73,0.73,1.92,-2.79
18987399,0.01,0.00,0.00,-0.29,0.67,0.67,0.00,0.00,9.81,9.83,14.70,0.69,14.73,0.73,-1.39,-1.39
18997989,0.01,0.00,0.04,-0.32,0.67,0.67,0.00,3.52,9.81,7.26,14.70,0.69,14.73,0.73,-0.93,2.58
19008198,0.01,0.00,0.04,-0.37,0.67,0.67,0.00,3.52,9.81,7.26,14.70,0.69,14.73,0.73,-0.77,2.75
19018413,0.01,0.00,0.04,-0.21,0.67,0.67,0.00,3.52,9.81,7.26,14.70,0.69,14.73,0.73,-0.70,2.82
19059478,0.01,0.00,0.04,0.05,0.67,0.67,3.90,0.00,7.12,9.82,14.70,0.69,14.73,0.73,3.23,-0.67
19069850,0.00,0.00,0.04,0.03,0.00,0.00,3.90,0.00,0.00,0.00,14.70,0.69,14.73,0.73,3.65,-0.25
19080076,0.00,0.00,0.04,-0.02,0.00,0.00,3.90,0.00,0.00,0.00,14.70,0.69,14.73,0.73,3.81,-0.09
19090281,0.00,0.00,0.04,-0.20,0.00,0.00,3.90,0.00,0.00,0.00,14.70,0.69,14.73,0.73,3.87,-0.03
19131119,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,14.70,0.69,14.73,0.73,-0.00,-0.00
19141375,0.00,0.00,0.00,-0.10,0.00,0.00,0.00,0.00,0.00,0.00,14.70,0.69,14.73,0.73,-0.00,-0.00
19151601,0.00,0.00,0.00,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,14.70,0.69,14.73,0.73,-0.00,-0.00
19161801,0.00,0.00,0.00,-0.35,0.00,0.00,0.00,0.00,0.00,0.00,14.70,0.69,14.73,0.73,-0.00,-0.00
19192550,0.00,0.00,-0.03,-0.17,0.00,0.00,0.00,-2.94,0.00,0.00,14.70,0.69,14.72,0.73,-0.00,-2.94
19202980,0.01,0.00,-0.03,-0.12,0.70,0.70,0.00,-2.94,10.22,12.40,14.70,0.69,14.72,0.73,-0.44,-3.38
19213277,0.01,0.00,-0.03,-0.07,0.70,0.70,0.00,-2.94,10.22,12.40,14.70,0.69,14.72,0.73,-0.60,-3.54
19223506,0.01,0.00,0.00,-0.04,0.70,0.70,0.00,0.00,10.22,10.24,14.70,0.69,14.72,0.73,-0.66,-0.66
19274639,0.06,0.00,0.00,-0.38,2.69,2.69,0.00,0.00,10.22,10.24,14.69,0.69,14.72,0.73,-0.70,-0.70
19285006,0.06,0.00,0.00,-0.45,2.69,2.69,0.00,0.00,39.51,39.58,14.69,0.69,14.72,0.73,-1.96,-1.96
19295209,0.06,0.00,0.00,-0.24,2.69,2.69,0.00,0.00,39.51,39.58,14.69,0.69,14.72,0.73,-2.42,-2.42
19305425,0.06,0.00,0.00,-0.13,2.69,2.69,0.00,0.00,39.51,39.58,14.69,0.69,14.72,0.73,-2.59,-2.59
19346221,0.06,0.00,0.00,0.14,2.69,2.69,0.00,0.00,39.51,39.58,14.69,0.69,14.72,0.73,-2.69,-2.69
19356597,0.06,0.00,0.03,0.16,2.69,2.69,0.00,2.80,39.51,39.58,14.69,0.69,14.72,0.73,-2.69,-2.69
19366804,0.06,0.00,0.03,0.12,2.69,2.69,0.00,2.80,39.51,37.53,14.69,0.69,14.72,0.73,-2.69,0.12
19378917,0.06,0.00,0.03,0.15,2.69,2.69,0.00,2.80,39.51,37.53,14.69,0.69,14.72,0.73,-2.69,0.12
19409575,0.12,0.00,0.02,-0.39,5.79,5.79,1.59,0.00,38.40,37.53,14.69,0.69,14.72,0.73,-1.09,0.12
19419936,0.12,0.00,0.02,-0.59,5.79,5.79,1.59,0.00,83.92,85.19,14.69,0.69,14.72,0.73,-3.05,-4.65
19430158,0.12,0.00,0.00,-0.39,5.79,5.79,0.00,0.00,83.92,85.19,14.70,0.69,14.72,0.73,-3.77,-5.37
19440381,0.12,0.00,0.00,-0.14,5.79,5.79,0.00,0.00,85.03,85.20,14.70,0.69,14.72,0.73,-5.63,-5.63
19481181,0.12,0.00,0.00,-0.02,5.79,5.79,0.00,0.00,85.05,85.21,14.70,0.69,14.73,0.73,-5.78,-5.78
19491484,0.21,0.00,0.00,0.11,9.68,9.68,0.00,0.00,85.05,85.22,14.70,0.69,14.73,0.73,-5.78,-5.78
19501928,0.21,0.00,0.04,0.20,9.68,9.68,0.00,3.61,142.34,142.62,14.70,0.69,14.73,0.73,-8.25,-8.25
19512355,0.21,0.00,0.08,0.10,9.68,9.68,4.07,3.61,142.37,139.99,14.71,0.69,14.73,0.73,-9.15,-5.54
19553149,0.21,0.00,0.04,0.02,9.68,9.68,4.07,0.00,139.65,140.09,14.71,0.68,14.74,0.73,-5.60,-6.06
19563534,0.30,0.00,0.00,0.07,14.00,14.00,0.00,0.00,203.21,206.42,14.72,0.68,14.75,0.73,-8.33,-12.40
19573849,0.30,0.00,0.08,0.05,14.00,14.00,0.00,7.27,206.10,206.52,14.73,0.68,14.76,0.73,-13.41,-13.41
19584094,0.30,0.00,0.16,-0.08,14.00,14.00,7.98,7.27,200.71,201.31,14.73,0.68,14.76,0.72,-5.80,-6.52
19635231,0.30,0.00,0.25,0.25,14.00,14.00,12.05,11.24,198.23,198.75,14.74,0.67,14.77,0.71,-1.95,-2.75
19645457,0.30,0.00,0.25,0.13,14.00,14.00,12.05,11.24,198.26,198.78,14.74,0.67,14.78,0.71,-1.95,-2.75
19655660,0.30,0.00,0.25,0.18,14.00,14.00,12.05,11.24,198.28,198.82,14.74,0.67,14.78,0.71,-1.95,-2.75
19666027,0.30,0.00,0.24,-0.16,14.00,14.00,11.05,11.29,198.31,198.86,14.74,0.67,14.78,0.71,-1.95,-2.75
19696703,0.30,0.00,0.24,0.26,14.00,14.00,11.05,11.29,199.11,198.95,14.75,0.66,14.78,0.70,-2.95,-2.71
19707062,0.39,0.00,0.24,-0.13,18.31,18.31,11.05,11.29,199.15,198.98,14.75,0.66,14.78,0.70,-2.95,-2.71
19717567,0.39,0.00,0.26,-0.28,18.31,18.31,12.01,11.87,262.18,262.39,14.75,0.66,14.79,0.70,-4.71,-4.85
19727776,0.39,0.00,0.26,-0.25,18.31,18.31,12.01,11.87,262.30,262.51,14.76,0.65,14.79,0.70,-5.71,-5.85
19779259,0.48,0.00,0.33,-0.31,22.19,22.19,15.14,15.66,261.04,261.37,14.78,0.64,14.81,0.68,-3.52,-3.96
19789662,0.48,0.00,0.33,-0.28,22.19,22.19,15.14,15.66,318.38,318.16,14.78,0.63,14.82,0.68,-5.62,-5.10
19799916,0.48,0.00,0.33,0.22,22.19,22.19,15.14,15.66,318.59,318.36,14.79,0.63,14.82,0.67,-6.53,-6.00
19810283,0.48,0.00,0.38,0.12,22.19,22.19,17.43,17.90,318.82,318.58,14.79,0.62,14.83,0.67,-6.86,-6.33
19841122,0.48,0.00,0.41,-0.39,22.19,22.19,19.02,19.32,317.91,316.58,14.81,0.61,14.84,0.66,-4.75,-2.86
19851482,0.54,0.00,0.41,-0.43,25.27,25.27,19.02,19.32,362.74,362.48,14.81,0.61,14.84,0.65,-5.12,-4.81
19862078,0.54,0.00,0.45,-0.10,25.27,25.27,20.93,20.79,363.01,362.73,14.82,0.60,14.85,0.65,-5.83,-5.53
19872320,0.54,0.00,0.45,-0.02,25.27,25.27,20.93,20.79,362.07,362.00,14.82,0.60,14.86,0.64,-4.18,-4.32
19915434,0.54,0.00,0.50,0.09,25.27,25.27,23.85,23.08,362.35,361.22,14.84,0.58,14.87,0.63,-3.52,-2.18
19925602,0.54,0.00,0.50,-0.59,25.27,25.27,23.85,23.08,361.20,361.34,14.84,0.58,14.87,0.63,-1.41,-2.19
19935937,0.54,0.00,0.53,-0.68,25.27,25.27,24.91,24.43,361.28,361.46,14.84,0.58,14.87,0.62,-1.41,-2.19
19946121,0.54,0.00,0.53,-0.53,25.27,25.27,24.91,24.43,360.70,360.66,14.84,0.58,14.88,0.62,-0.36,-0.83
19997438,0.54,0.00,0.55,-0.49,25.27,25.27,26.03,24.96,361.29,360.98,14.85,0.57,14.88,0.61,-0.98,-0.81
20007614,0.59,0.00,0.55,-0.20,27.24,27.24,26.03,24.96,360.23,360.68,14.85,0.57,14.88,0.61,0.77,-0.30
20018113,0.59,0.00,0.53,-0.09,27.24,27.24,24.34,24.68,389.52,390.10,14.85,0.57,14.88,0.61,-0.48,-1.55
20028317,0.59,0.00,0.53,0.02,27.24,27.24,24.34,24.68,390.65,390.43,14.85,0.57,14.89,0.61,-2.63,-2.29
20059057,0.59,0.00,0.57,-0.06,27.24,27.24,26.14,26.68,390.71,389.98,14.86,0.56,14.89,0.60,-2.18,-1.28
20069364,0.60,0.00,0.57,-0.06,27.91,27.91,26.14,26.68,390.17,389.57,14.86,0.56,14.89,0.60,-1.09,-0.55
20079690,0.60,0.00,0.59,-0.06,27.91,27.91,27.82,27.14,400.23,399.62,14.86,0.56,14.89,0.60,-1.52,-0.98
20089883,0.60,0.00,0.59,-0.04,27.91,27.91,27.82,27.14,399.29,399.39,14.86,0.56,14.90,0.60,0.01,-0.67
20141453,0.60,0.00,0.85,0.36,27.91,27.91,29.32,27.30,398.68,399.13,14.87,0.55,14.90,0.60,1.41,-0.03
20152007,0.58,0.00,0.96,0.24,27.21,27.21,25.31,28.09,398.56,382.13,14.87,0.56,14.86,0.65,1.41,22.19
20162274,0.58,0.00,0.96,-0.50,27.21,27.21,25.31,28.09,390.55,353.62,14.87,0.55,14.81,0.77,-2.16,36.62
20172666,0.58,0.00,0.62,-0.71,27.21,27.21,29.77,27.83,390.68,344.57,14.87,0.55,14.75,0.89,-2.00,36.79
20213715,0.54,0.00,0.58,-0.19,25.22,25.22,27.19,27.07,387.90,376.67,14.86,0.56,14.75,0.89,1.82,0.50
20224008,0.54,0.00,0.58,-0.10,25.22,25.22,27.19,27.07,359.24,347.75,14.86,0.56,14.75,0.89,1.24,1.13
20234606,0.54,0.00,1.01,-0.40,25.22,25.22,28.60,25.95,359.12,347.64,14.85,0.57,14.75,0.89,1.70,1.59
20245058,0.54,0.00,1.01,-0.25,25.22,25.22,28.60,25.95,325.06,348.61,14.79,0.71,14.75,0.89,42.28,0.63
20286042,0.54,0.00,0.89,0.19,25.22,25.22,25.61,26.81,319.30,347.48,14.68,0.92,14.74,0.90,30.39,1.59
20296332,0.54,0.00,0.72,0.15,25.22,25.22,25.75,25.81,331.06,348.34,14.66,0.95,14.74,0.90,15.54,0.59
20306631,0.54,0.00,0.72,0.17,25.22,25.22,24.75,25.81,329.23,348.30,14.64,0.98,14.74,0.90,15.54,0.60
20316841,0.54,0.00,0.52,0.11,25.22,25.22,24.00,24.35,327.39,349.67,14.62,1.01,14.74,0.90,15.54,-0.87
20368283,0.48,0.00,0.53,0.52,22.12,22.12,23.57,25.39,345.18,348.82,14.62,1.00,14.74,0.90,-1.64,0.17
20378983,0.48,0.00,0.55,0.61,22.12,22.12,25.33,25.63,299.86,302.80,14.62,1.00,14.74,0.90,0.31,2.37
20389439,0.48,0.00,0.55,0.03,22.12,22.12,25.33,25.63,297.94,302.62,14.62,1.00,14.73,0.91,2.79,3.09
20399767,0.48,0.00,0.53,0.03,22.12,22.12,24.10,25.47,297.76,302.57,14.62,1.01,14.73,0.91,3.05,3.20
20430442,0.48,0.00,0.68,-0.29,22.12,22.12,24.77,23.80,277.49,303.61,14.56,1.12,14.72,0.92,17.65,1.68
20440694,0.48,0.00,0.66,-0.24,22.12,22.12,24.77,21.69,275.61,303.52,14.53,1.15,14.72,0.92,17.65,1.68
20450934,0.48,0.00,0.46,-0.00,22.12,22.12,20.80,21.69,273.73,305.49,14.51,1.19,14.72,0.92,17.65,-0.43
20461162,0.48,0.00,0.46,-0.26,22.12,22.12,20.80,21.69,296.33,305.51,14.51,1.19,14.72,0.92,-1.31,-0.43
20512383,0.39,0.00,0.46,0.22,18.22,18.22,20.15,23.03,297.45,304.64,14.52,1.18,14.72,0.92,-1.97,0.59
20522982,0.39,0.00,0.47,0.10,18.22,18.22,20.92,23.03,240.87,246.86,14.52,1.18,14.71,0.92,0.50,3.38
20533283,0.39,0.00,0.46,0.31,18.22,18.22,20.92,21.41,239.88,246.67,14.52,1.18,14.71,0.93,2.17,4.28
20543474,0.39,0.00,0.46,0.20,18.22,18.22,20.92,21.41,239.77,248.04,14.52,1.18,14.71,0.93,2.50,3.00
20574327,0.39,0.00,0.42,0.09,18.22,18.22,19.87,19.05,240.78,249.97,14.51,1.19,14.70,0.94,1.64,0.81
20584767,0.30,0.00,0.40,-0.26,13.91,13.91,17.81,19.05,240.72,249.94,14.51,1.19,14.70,0.94,1.65,0.82
