t,v_ref,w_ref,v,w,u_L,u_R,omega_L,omega_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
14220117,0.58,0.00,0.64,0.35,27.21,27.21,29.71,29.97,410.33,409.72,15.11,0.03,15.11,0.05,0.84,2.50
14230488,0.58,0.00,0.65,0.11,27.21,27.21,29.71,30.44,410.08,409.42,15.11,0.03,15.11,0.05,2.40,3.14
14240867,0.58,0.00,0.63,0.11,27.21,27.21,29.49,29.48,409.87,409.14,15.10,0.04,15.10,0.06,2.46,3.20
14271666,0.58,0.00,0.64,0.55,27.21,27.21,29.51,30.32,409.30,408.41,15.09,0.05,15.09,0.07,2.30,3.11
14282131,0.54,0.00,0.64,0.59,25.22,25.22,29.10,30.23,409.16,408.16,15.09,0.05,15.08,0.07,1.90,3.02
14292753,0.54,0.00,0.65,-0.08,25.22,25.22,29.73,30.42,378.84,377.75,15.09,0.05,15.08,0.08,3.16,4.28
14302966,0.54,0.00,0.65,-0.13,25.22,25.22,29.73,30.42,378.46,377.33,15.08,0.06,15.07,0.09,4.25,4.94
14354462,0.54,0.00,0.61,0.29,25.22,25.22,27.48,29.11,377.23,375.83,15.05,0.09,15.04,0.12,2.26,3.90
14365033,0.54,0.00,0.60,0.35,25.22,25.22,27.47,28.24,377.06,375.53,15.05,0.09,15.04,0.12,2.27,3.90
14375242,0.54,0.00,0.60,0.20,25.22,25.22,27.47,28.24,376.90,375.41,15.05,0.09,15.03,0.13,2.25,3.02
14385801,0.54,0.00,0.59,0.09,25.22,25.22,26.96,27.95,376.73,375.24,15.04,0.10,15.03,0.13,2.25,2.74
14427297,0.54,0.00,0.59,0.30,25.22,25.22,27.17,27.58,376.37,374.53,15.04,0.10,15.01,0.15,1.40,2.36
14437723,0.48,0.00,0.59,0.33,22.12,22.12,27.17,27.58,329.48,327.74,15.03,0.11,15.01,0.15,3.92,4.32
14448120,0.48,0.00,0.59,0.28,22.12,22.12,26.53,28.26,329.30,327.25,15.03,0.11,15.00,0.16,3.99,5.73
14458498,0.48,0.00,0.58,0.38,22.12,22.12,26.53,27.72,329.04,326.85,15.02,0.12,14.99,0.17,4.26,5.99
14500069,0.39,0.00,0.53,-0.21,18.22,18.22,25.31,24.36,328.28,326.10,15.00,0.14,14.97,0.19,3.19,3.70
14510473,0.39,0.00,0.52,-0.18,18.22,18.22,24.26,24.36,269.77,267.85,15.00,0.15,14.96,0.20,4.60,4.70
14520732,0.39,0.00,0.52,-0.08,18.22,18.22,24.26,24.36,269.50,267.57,14.99,0.15,14.96,0.21,5.51,5.61
14531056,0.39,0.00,0.49,-0.05,18.22,18.22,23.07,22.76,269.21,267.70,14.98,0.16,14.95,0.21,5.84,4.34
14574144,0.39,0.00,0.46,0.02,18.22,18.22,22.19,20.93,268.76,266.62,14.97,0.18,14.93,0.23,3.96,5.22
14584643,0.30,0.00,0.45,-0.41,13.91,13.91,20.79,20.93,204.26,202.59,14.96,0.18,14.93,0.24,5.29,5.44
14594882,0.30,0.00,0.45,-0.17,13.91,13.91,20.79,20.93,204.05,202.38,14.96,0.19,14.92,0.25,6.30,6.44
14605229,0.30,0.00,0.43,-0.45,13.91,13.91,20.79,19.34,203.82,202.61,14.95,0.20,14.92,0.25,6.67,5.21
14646273,0.30,0.00,0.35,-0.64,13.91,13.91,16.64,16.12,204.22,203.02,14.94,0.21,14.91,0.27,2.72,2.21
14656517,0.30,0.00,0.35,-0.30,13.91,13.91,16.64,16.12,204.15,202.96,14.94,0.21,14.90,0.27,2.73,2.21
14666778,0.30,0.00,0.34,-0.30,13.91,13.91,16.64,14.78,204.08,202.91,14.93,0.22,14.90,0.27,2.73,2.22
14677094,0.30,0.00,0.32,-0.20,13.91,13.91,14.96,14.78,204.01,203.25,14.93,0.22,14.90,0.27,2.73,0.87
14718055,0.30,0.00,0.30,-0.18,13.91,13.91,14.20,13.64,204.47,203.51,14.93,0.22,14.90,0.27,0.29,-0.27
14728438,0.21,0.00,0.30,-0.18,9.60,9.60,14.20,13.64,140.09,139.26,14.93,0.22,14.90,0.27,3.02,2.46
14738647,0.21,0.00,0.30,-0.01,9.60,9.60,14.20,13.64,140.03,139.21,14.92,0.23,14.89,0.28,4.02,3.46
14749113,0.21,0.00,0.30,-0.20,9.60,9.60,14.20,13.67,139.96,139.14,14.92,0.23,14.89,0.28,4.39,3.85
14779736,0.21,0.00,0.30,-0.27,9.60,9.60,14.20,13.67,139.74,138.96,14.91,0.24,14.88,0.29,4.59,4.06
14790331,0.12,0.00,0.27,-0.42,5.71,5.71,14.20,10.81,139.66,138.90,14.91,0.24,14.88,0.29,4.60,4.07
14800675,0.12,0.00,0.23,-0.57,5.71,5.71,11.00,10.81,82.50,81.89,14.91,0.24,14.88,0.29,3.86,3.67
14810889,0.12,0.00,0.23,-0.36,5.71,5.71,11.00,10.81,82.46,81.85,14.91,0.25,14.88,0.29,4.76,4.57
14861950,0.12,0.00,0.00,-0.24,5.71,5.71,0.00,0.00,85.15,85.00,14.90,0.26,14.87,0.30,-5.72,-5.72
14872255,0.06,0.00,0.00,-0.31,2.64,2.64,0.00,0.00,39.30,39.23,14.90,0.26,14.87,0.30,-3.77,-3.77
14882654,0.06,0.00,0.07,-0.41,2.64,2.64,6.55,0.00,37.61,39.23,14.90,0.26,14.87,0.30,3.50,-3.05
14892914,0.06,0.00,0.13,-0.31,2.64,2.64,6.55,5.59,37.60,37.54,14.90,0.26,14.87,0.30,3.76,2.80
14933711,0.06,0.00,0.00,0.03,2.64,2.64,0.00,0.00,39.28,37.51,14.89,0.26,14.87,0.31,-2.64,2.95
14943908,0.06,0.00,0.00,0.03,2.64,2.64,0.00,0.00,39.28,39.22,14.89,0.26,14.87,0.31,-2.64,-2.64
14954104,0.06,0.00,0.00,-0.07,2.64,2.64,0.00,0.00,39.28,39.22,14.89,0.26,14.87,0.31,-2.64,-2.64
14964317,0.06,0.00,0.00,-0.08,2.64,2.64,0.00,0.00,39.28,39.22,14.89,0.26,14.87,0.31,-2.64,-2.64
15005545,0.06,0.00,0.04,-0.17,2.64,2.64,4.03,0.00,39.28,39.22,14.89,0.26,14.87,0.31,-2.64,-2.64
15015754,0.01,0.00,0.04,-0.11,0.67,0.67,4.03,0.00,8.88,9.92,14.89,0.26,14.87,0.31,2.64,-1.39
15026089,0.01,0.00,0.04,0.10,0.67,0.67,4.03,0.00,8.88,9.92,14.89,0.26,14.87,0.31,3.10,-0.93
15036502,0.01,0.00,0.08,0.23,0.67,0.67,4.03,3.61,8.87,8.81,14.89,0.26,14.87,0.31,3.27,2.84
15077488,0.00,0.00,0.04,-0.25,0.00,0.00,0.00,3.61,9.93,8.81,14.89,0.26,14.87,0.31,-0.67,2.94
15087954,0.00,0.00,0.00,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,14.89,0.26,14.87,0.31,-0.25,-0.25
15098168,0.00,0.00,0.00,-0.26,0.00,0.00,0.00,0.00,0.00,0.00,14.89,0.26,14.87,0.31,-0.09,-0.09
15108404,0.00,0.00,0.00,-0.34,0.00,0.00,0.00,0.00,0.00,0.00,14.89,0.26,14.87,0.31,-0.03,-0.03
15149223,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,14.89,0.26,14.87,0.31,-0.00,-0.00
15159469,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,14.89,0.26,14.87,0.31,-0.00,-0.00
15169675,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,14.89,0.26,14.87,0.31,-0.00,-0.00
15179860,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,14.89,0.26,14.87,0.31,-0.00,-0.00
15220703,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,14.89,0.26,14.87,0.31,-0.00,-0.00
15231056,0.01,0.00,0.00,-0.01,0.70,0.70,0.00,0.00,10.36,10.34,14.89,0.26,14.87,0.31,-0.44,-0.44
15241294,0.01,0.00,0.00,0.00,0.70,0.70,0.00,0.00,10.36,10.34,14.89,0.26,14.87,0.31,-0.60,-0.60
15251517,0.01,0.00,0.00,-0.00,0.70,0.70,0.00,0.00,10.36,10.34,14.89,0.26,14.87,0.31,-0.66,-0.66
15292412,0.01,0.00,0.00,0.16,0.70,0.70,0.00,0.00,10.36,10.34,14.89,0.26,14.87,0.31,-0.69,-0.69
15302919,0.06,0.00,0.00,0.44,2.69,2.69,0.00,0.00,40.03,39.97,14.89,0.26,14.87,0.31,-1.96,-1.96
15313145,0.06,0.00,0.00,0.48,2.69,2.69,0.00,0.00,40.03,39.97,14.89,0.26,14.87,0.31,-2.42,-2.42
15323357,0.06,0.00,0.00,0.53,2.69,2.69,0.00,0.00,40.03,39.97,14.89,0.26,14.87,0.31,-2.59,-2.59
15364419,0.12,0.00,0.03,0.05,5.79,5.79,1.50,1.60,39.64,39.47,14.89,0.26,14.87,0.31,-1.19,-1.09
15374773,0.12,0.00,0.03,-0.10,5.79,5.79,1.50,1.60,85.76,85.52,14.89,0.26,14.87,0.31,-3.15,-3.05
15384980,0.12,0.00,0.03,-0.10,5.79,5.79,1.50,1.60,85.76,85.52,14.89,0.26,14.87,0.31,-3.87,-3.77
15395175,0.12,0.00,0.03,0.10,5.79,5.79,1.50,1.60,85.77,85.53,14.89,0.26,14.87,0.31,-4.14,-4.03
15425776,0.12,0.00,0.00,-0.05,5.79,5.79,0.00,0.00,86.17,86.03,14.89,0.26,14.87,0.31,-5.78,-5.78
15435966,0.12,0.00,0.00,0.12,5.79,5.79,0.00,0.00,86.18,86.03,14.90,0.26,14.87,0.31,-5.78,-5.78
15446164,0.12,0.00,0.00,0.10,5.79,5.79,0.00,0.00,86.18,86.04,14.90,0.26,14.87,0.31,-5.78,-5.78
15456404,0.12,0.00,0.00,-0.05,5.79,5.79,0.00,0.00,86.19,86.04,14.90,0.26,14.87,0.31,-5.79,-5.79
15507744,0.21,0.00,0.08,-0.07,9.68,9.68,3.86,3.62,85.19,84.96,14.90,0.26,14.88,0.31,-1.92,-2.17
15518100,0.21,0.00,0.08,0.03,9.68,9.68,3.86,3.62,143.24,142.92,14.90,0.26,14.88,0.31,-4.39,-4.63
15528336,0.21,0.00,0.08,-0.15,9.68,9.68,3.86,3.62,143.26,142.94,14.90,0.26,14.88,0.30,-5.29,-5.54
15538550,0.21,0.00,0.08,-0.38,9.68,9.68,3.86,3.62,143.29,142.96,14.90,0.26,14.88,0.30,-5.62,-5.87
15569162,0.21,0.00,0.00,-0.43,9.68,9.68,0.00,0.00,144.38,144.14,14.91,0.26,14.89,0.30,-9.67,-9.67
15579380,0.30,0.00,0.00,-0.17,14.00,14.00,0.00,0.00,144.42,144.17,14.92,0.26,14.89,0.30,-9.68,-9.68
15589764,0.30,0.00,0.06,-0.29,14.00,14.00,5.58,0.00,207.40,208.53,14.92,0.26,14.90,0.30,-6.83,-12.41
15600184,0.30,0.00,0.12,-0.17,14.00,14.00,5.58,5.71,207.48,206.88,14.93,0.26,14.90,0.30,-7.84,-7.71
15641055,0.30,0.00,0.17,0.19,14.00,14.00,10.20,5.71,206.61,207.19,14.94,0.25,14.92,0.29,-3.78,-8.28
15651323,0.30,0.00,0.22,0.39,14.00,14.00,10.20,10.49,206.66,205.84,14.94,0.24,14.92,0.29,-3.79,-3.50
15661528,0.30,0.00,0.22,-0.00,14.00,14.00,10.20,10.49,206.71,205.89,14.95,0.24,14.93,0.29,-3.79,-3.50
15671715,0.30,0.00,0.22,0.24,14.00,14.00,10.20,10.49,206.76,205.93,14.95,0.24,14.93,0.28,-3.79,-3.50
15712818,0.30,0.00,0.26,0.01,14.00,14.00,11.59,12.59,206.58,205.45,14.95,0.23,14.93,0.28,-2.40,-1.41
15723350,0.39,0.00,0.29,0.02,18.31,18.31,13.43,13.53,206.61,205.48,14.96,0.23,14.93,0.28,-2.40,-1.41
15733703,0.39,0.00,0.29,0.05,18.31,18.31,13.43,13.53,270.71,269.64,14.96,0.23,14.93,0.28,-3.29,-3.19
15743910,0.39,0.00,0.29,-0.07,18.31,18.31,13.43,13.53,270.81,269.74,14.96,0.23,14.94,0.27,-4.29,-4.19
15795289,0.48,0.00,0.36,-0.03,22.19,22.19,16.38,16.84,270.62,269.24,14.98,0.21,14.95,0.26,-1.92,-1.46
15805758,0.48,0.00,0.36,-0.15,22.19,22.19,16.38,16.84,328.93,327.44,14.98,0.21,14.95,0.26,-4.38,-3.92
15816124,0.48,0.00,0.36,-0.03,22.19,22.19,16.38,16.84,329.11,327.61,14.98,0.21,14.96,0.26,-5.28,-4.82
15826458,0.48,0.00,0.37,-0.07,22.19,22.19,17.37,17.39,329.08,327.64,14.99,0.20,14.96,0.25,-4.63,-4.61
15867886,0.54,0.00,0.43,0.34,25.27,25.27,19.93,19.82,329.11,327.59,15.00,0.19,14.98,0.24,-2.26,-2.37
15878304,0.54,0.00,0.45,0.29,25.27,25.27,20.72,21.32,375.30,373.46,15.01,0.19,14.98,0.24,-3.41,-2.81
15888533,0.54,0.00,0.45,0.31,25.27,25.27,20.72,21.32,375.51,373.64,15.01,0.18,14.98,0.23,-4.13,-3.53
15899008,0.54,0.00,0.50,0.31,25.27,25.27,24.19,22.77,374.93,373.43,15.01,0.18,14.99,0.23,-0.92,-2.34
15940177,0.54,0.00,0.53,-0.82,25.27,25.27,23.98,25.16,375.44,373.53,15.02,0.17,14.99,0.22,-1.88,-1.16
15950417,0.54,0.00,0.53,-0.52,25.27,25.27,23.98,25.16,375.41,373.31,15.02,0.17,14.99,0.22,-1.29,-0.10
15960668,0.54,0.00,0.54,-0.55,25.27,25.27,25.01,25.23,375.49,373.31,15.02,0.17,14.99,0.22,-1.29,-0.11
15971019,0.54,0.00,0.89,-0.95,25.27,25.27,25.60,25.23,375.33,373.30,15.02,0.17,14.99,0.22,-0.26,-0.03
16023014,0.59,0.00,0.58,0.59,27.24,27.24,25.82,27.92,367.72,373.36,14.92,0.36,15.00,0.22,-0.12,0.02
16033408,0.59,0.00,0.58,0.30,27.24,27.24,25.82,27.92,396.92,402.22,14.92,0.36,14.99,0.22,-0.69,1.41
16043672,0.59,0.00,0.57,0.22,27.24,27.24,26.97,25.78,396.50,402.77,14.92,0.36,15.00,0.22,-0.00,-1.19
16053870,0.59,0.00,0.57,0.03,27.24,27.24,26.97,25.78,396.51,402.86,14.92,0.36,15.00,0.22,-0.17,-1.36
16085291,0.59,0.00,0.59,-0.03,27.24,27.24,26.39,28.30,396.81,402.18,14.92,0.36,14.99,0.22,-0.84,1.07
16095914,0.60,0.00,0.61,0.08,27.91,27.91,28.80,27.78,406.90,412.17,14.92,0.36,14.99,0.22,-1.27,0.65
16106140,0.60,0.00,0.61,-0.01,27.91,27.91,28.80,27.78,405.95,412.29,14.92,0.36,14.99,0.22,0.98,-0.03
16116736,0.60,0.00,0.59,0.08,27.91,27.91,26.75,28.14,405.87,412.30,14.92,0.36,14.99,0.22,0.92,-0.09
16157887,0.60,0.00,0.63,-0.09,27.91,27.91,29.73,29.12,405.57,411.60,14.92,0.36,14.99,0.23,1.83,1.22
16168331,0.60,0.00,0.63,0.01,27.91,27.91,29.73,28.73,405.41,411.49,14.91,0.36,14.98,0.23,1.82,1.22
16178558,0.60,0.00,0.61,-0.17,27.91,27.91,28.21,28.73,405.94,411.52,14.91,0.36,14.98,0.23,0.31,0.82
16188874,0.60,0.00,0.63,0.00,27.91,27.91,28.55,29.75,405.91,411.45,14.91,0.36,14.98,0.23,0.31,0.82
16230233,0.58,0.00,1.06,0.44,27.21,27.21,28.44,29.46,405.28,383.65,14.91,0.37,14.87,0.45,1.19,42.55
16240707,0.58,0.00,0.62,0.27,27.21,27.21,28.44,29.15,395.03,360.83,14.91,0.37,14.81,0.60,0.97,43.00
16251085,0.58,0.00,0.62,0.29,27.21,27.21,28.58,29.15,394.88,385.38,14.90,0.37,14.81,0.60,1.27,1.85
16261558,0.58,0.00,0.65,0.51,27.21,27.21,30.61,30.29,394.77,384.42,14.90,0.38,14.80,0.61,1.33,3.05
16303015,0.58,0.00,0.61,0.23,27.21,27.21,27.68,28.91,393.73,384.56,14.89,0.39,14.79,0.62,1.79,1.70
16313469,0.54,0.00,0.59,-0.32,25.22,25.22,27.68,26.96,364.45,354.86,14.88,0.39,14.79,0.62,1.74,2.96
16323825,0.54,0.00,0.58,-0.46,25.22,25.22,26.97,26.96,364.62,355.96,14.88,0.39,14.78,0.62,1.48,1.48
16334241,0.54,0.00,0.58,-0.30,25.22,25.22,26.97,26.55,364.50,355.85,14.88,0.40,14.78,0.63,1.65,1.65
16375606,0.48,0.00,0.57,-0.19,22.12,22.12,26.32,26.58,364.04,354.95,14.87,0.41,14.77,0.64,1.26,2.32
16385983,0.48,0.00,0.57,-0.16,22.12,22.12,26.32,26.58,317.86,309.60,14.86,0.41,14.77,0.64,3.06,3.32
16396363,0.48,0.00,0.57,-0.16,22.12,22.12,26.53,26.29,317.63,309.56,14.86,0.42,14.76,0.64,3.78,3.75
16406579,0.48,0.00,0.57,-0.10,22.12,22.12,26.53,26.29,317.27,309.31,14.85,0.42,14.76,0.65,4.26,4.02
16447732,0.48,0.00,0.48,0.03,22.12,22.12,22.59,22.40,318.35,311.34,14.84,0.44,14.75,0.66,0.47,0.28
16458169,0.48,0.00,0.48,-0.06,22.12,22.12,22.59,21.72,318.32,311.33,14.84,0.44,14.75,0.66,0.47,0.28
16468350,0.48,0.00,0.48,-0.32,22.12,22.12,22.66,21.72,318.26,311.79,14.84,0.44,14.75,0.66,0.54,-0.40
16478630,0.48,0.00,0.48,-0.34,22.12,22.12,22.66,21.72,318.23,311.81,14.84,0.44,14.75,0.66,0.54,-0.40
16530441,0.39,0.00,0.52,-0.51,18.22,18.22,24.52,23.93,318.01,310.90,14.83,0.44,14.74,0.66,0.72,0.83
16540812,0.39,0.00,0.52,-0.07,18.22,18.22,24.52,23.93,259.24,252.61,14.83,0.45,14.74,0.67,4.87,4.27
16551155,0.39,0.00,0.50,-0.38,18.22,18.22,24.52,22.18,258.96,252.37,14.82,0.46,14.73,0.67,5.77,5.18
16561396,0.39,0.00,0.48,-0.37,18.22,18.22,22.71,22.18,259.59,253.38,14.82,0.46,14.73,0.68,4.29,3.76
16592140,0.39,0.00,0.42,-0.90,18.22,18.22,19.83,19.63,260.48,254.74,14.81,0.47,14.72,0.69,1.60,1.40
16602404,0.39,0.00,0.42,-0.87,18.22,18.22,19.83,19.63,260.42,254.68,14.81,0.47,14.72,0.69,1.61,1.40
16612836,0.39,0.00,0.41,-0.93,18.22,18.22,20.00,17.79,260.27,255.96,14.80,0.48,14.72,0.69,1.77,-0.43
16623033,0.39,0.00,0.41,-0.94,18.22,18.22,20.00,17.79,260.20,255.98,14.80,0.48,14.72,0.69,1.77,-0.43
16674528,0.30,0.00,0.39,-0.20,13.91,13.91,18.66,17.66,260.65,256.18,14.80,0.48,14.72,0.69,0.44,-0.56
16684893,0.30,0.00,0.39,-0.37,13.91,13.91,18.66,17.66,196.70,192.59,14.79,0.49,14.72,0.69,3.17,2.17
16695262,0.30,0.00,0.39,-0.49,13.91,13.91,18.36,17.66,196.58,192.50,14.79,0.49,14.72,0.69,4.17,3.17
16705533,0.30,0.00,0.39,-0.48,13.91,13.91,18.36,17.80,196.61,192.31,14.79,0.49,14.71,0.69,4.24,3.67
16736255,0.30,0.00,0.35,-0.35,13.91,13.91,17.31,15.69,196.83,193.53,14.78,0.50,14.71,0.70,3.39,1.78
16746571,0.21,0.00,0.35,-0.22,9.60,9.60,17.31,15.69,133.01,130.07,14.77,0.51,14.70,0.71,6.12,4.51
16756969,0.21,0.00,0.33,0.04,9.60,9.60,14.59,15.69,132.86,129.97,14.77,0.51,14.70,0.71,7.13,5.51
16767192,0.21,0.00,0.33,-0.17,9.60,9.60,14.59,15.69,134.18,129.86,14.77,0.52,14.70,0.71,4.78,5.88
16818473,0.12,0.00,0.26,-0.34,5.71,5.71,10.93,12.89,135.78,131.63,14.75,0.53,14.69,0.72,1.33,3.29
16828836,0.12,0.00,0.12,-0.53,5.71,5.71,10.93,0.00,78.45,83.94,14.75,0.53,14.69,0.72,3.79,-7.14
16839245,0.12,0.00,0.21,-0.62,5.71,5.71,10.93,8.50,78.41,77.76,14.75,0.54,14.69,0.73,4.69,2.26
16849454,0.12,0.00,0.21,-0.51,5.71,5.71,10.93,8.50,78.37,77.75,14.75,0.54,14.69,0.73,5.03,2.59
16880188,0.12,0.00,0.18,-0.05,5.71,5.71,8.22,8.50,79.83,77.70,14.75,0.54,14.68,0.73,2.49,2.78
16890711,0.06,0.00,0.09,-0.15,2.64,2.64,8.22,0.00,79.82,83.91,14.75,0.54,14.68,0.73,2.50,-5.72
16901089,0.06,0.00,0.09,-0.17,2.64,2.64,8.22,0.00,34.42,38.72,14.75,0.54,14.68,0.73,4.45,-3.77
16911313,0.06,0.00,0.09,-0.23,2.64,2.64,8.22,0.00,34.40,38.72,14.74,0.55,14.68,0.73,5.16,-3.05
16962528,0.06,0.00,0.05,-0.20,2.64,2.64,0.00,4.56,38.88,35.39,14.74,0.55,14.68,0.73,-2.64,1.92
16972711,0.06,0.00,0.05,-0.21,2.64,2.64,0.00,4.56,38.88,35.39,14.74,0.55,14.68,0.73,-2.64,1.92
16982842,0.06,0.00,0.05,-0.08,2.64,2.64,0.00,4.56,38.88,35.39,14.74,0.55,14.68,0.73,-2.64,1.92
