t,v_ref,w_ref,v,w,omega_L,omega_R,u_L,u_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
19615419,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19637141,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19666673,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19688407,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19717927,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19739655,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19769185,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19790920,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19820448,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19842257,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19871711,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19893442,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19922965,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19944695,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19974224,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
19995961,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20025485,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20047285,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20076745,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20098480,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20128016,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20149816,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20179289,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20201022,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20230547,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20252281,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20281807,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20303535,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
20335816,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.04,0.07,15.05,0.01,0.00,0.00
