t,v_ref,w_ref,v,w,omega_L,omega_R,u_L,u_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
26732004,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26753780,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26783305,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26805079,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26834610,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26856375,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26885900,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26907677,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26937195,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26958968,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
26988480,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27010243,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27039768,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27061633,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27093809,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27126138,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27148107,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27180363,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27212657,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27234430,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27263946,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27285721,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27315247,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27337027,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27369387,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27401706,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27423481,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27453004,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27474773,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27504305,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27526079,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27555594,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27577361,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27606882,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27628649,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27658175,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27679957,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27709475,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27731318,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27763517,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27795754,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27817530,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27847054,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27868826,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27898362,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27920133,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27949649,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
27971418,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28000941,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28022713,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28052297,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28074066,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28103584,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28125358,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28154873,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28176638,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28206167,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28227948,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28257469,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28279233,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28308756,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28330524,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28360048,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28381751,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28411266,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28433035,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28462555,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28484389,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28516599,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28548925,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28570699,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28600222,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28622007,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28651527,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28673295,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28702813,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28724586,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28754107,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,15.06,0.06,15.12,-0.06,0.00,0.00
28775933,0.00,5.00,0.00,-0.02,0.00,0.00,-9.59,9.59,0.00,0.00,15.06,0.06,15.12,-0.06,6.06,-6.06
28805548,0.00,5.00,0.00,0.46,0.00,0.00,-9.59,9.59,0.00,0.00,15.07,0.06,15.13,-0.06,9.11,-9.11
28837999,0.00,5.00,0.00,2.41,-0.03,0.03,-9.59,9.59,-0.03,0.03,15.07,0.06,15.13,-0.06,9.50,-9.49
28870429,0.00,5.00,0.00,3.13,-0.03,0.03,-9.59,9.59,-0.03,0.03,15.08,0.06,15.14,-0.06,9.55,-9.55
28902953,0.00,5.00,-0.07,3.56,-6.76,0.03,-9.59,9.59,-0.03,0.03,15.09,0.06,15.14,-0.06,9.56,-9.56
28935465,0.00,5.00,-0.00,3.79,-6.76,6.50,-9.59,9.59,-6.76,6.50,15.09,0.06,15.15,-0.06,2.83,-3.09
28968049,0.00,5.00,-0.00,3.99,-6.76,6.50,-9.59,9.59,-6.76,6.50,15.09,0.06,15.15,-0.06,2.83,-3.09
29000676,0.00,5.00,-0.01,4.10,-7.96,7.29,-9.59,9.59,-7.96,7.29,15.09,0.06,15.15,-0.07,1.63,-2.30
29033182,0.00,5.00,-0.01,4.23,-8.32,7.29,-9.59,9.59,-8.32,7.29,15.09,0.06,15.15,-0.07,1.27,-2.30
29065795,0.00,5.00,-0.01,4.29,-8.32,7.38,-9.59,9.59,-8.32,7.38,15.09,0.05,15.15,-0.07,1.27,-2.21
29098322,0.00,5.00,-0.01,4.28,-8.27,7.38,-9.59,9.59,-8.27,7.38,15.09,0.05,15.15,-0.07,1.32,-2.21
29130776,0.00,5.00,-0.01,4.82,-8.27,7.74,-9.59,9.59,-8.27,7.74,15.09,0.05,15.16,-0.07,1.32,-1.85
29163291,0.00,5.00,-0.01,4.68,-8.32,7.74,-9.59,9.59,-8.32,7.74,15.09,0.05,15.16,-0.07,1.27,-1.85
29195760,0.00,5.00,-0.13,4.83,-20.06,7.66,-9.59,9.59,-20.06,7.66,15.09,0.06,15.16,-0.07,-10.47,-1.93
29228313,0.00,5.00,-0.09,4.80,-16.15,7.66,-9.59,9.59,-16.15,7.66,15.08,0.08,15.16,-0.08,-6.56,-1.93
29260843,0.00,5.00,-0.09,4.70,-16.15,7.82,-9.59,9.59,-16.15,7.82,15.07,0.09,15.16,-0.08,-6.56,-1.77
29293377,0.00,5.00,-0.01,4.28,-8.70,7.82,-9.59,9.59,-8.70,7.82,15.07,0.09,15.16,-0.08,0.89,-1.77
29325881,0.00,5.00,-0.01,4.48,-8.70,7.95,-9.59,9.59,-8.70,7.95,15.07,0.09,15.16,-0.08,0.89,-1.64
29358387,0.00,5.00,-0.00,4.27,-8.32,7.95,-9.59,9.59,-8.32,7.95,15.07,0.08,15.16,-0.08,1.27,-1.64
29390907,0.00,5.00,-0.00,4.47,-8.32,8.04,-9.59,9.59,-8.32,8.04,15.07,0.08,15.17,-0.08,1.27,-1.55
29423408,0.00,5.00,-0.00,4.24,-8.38,8.04,-9.59,9.59,-8.38,8.04,15.07,0.08,15.17,-0.08,1.21,-1.55
29488401,0.00,5.00,-0.00,3.87,-8.68,8.31,-9.59,9.59,-8.68,8.31,15.07,0.08,15.17,-0.09,0.91,-1.28
29520908,0.00,5.00,-0.01,3.76,-8.68,8.11,-9.59,9.59,-8.68,8.11,15.08,0.08,15.17,-0.09,0.91,-1.48
29553473,0.00,5.00,-0.00,3.80,-8.19,8.11,-9.59,9.59,-8.19,8.11,15.08,0.08,15.17,-0.09,1.40,-1.48
29585993,0.00,5.00,-0.00,3.87,-8.19,7.93,-9.59,9.59,-8.19,7.93,15.08,0.08,15.17,-0.09,1.40,-1.65
29618484,0.00,5.00,-0.00,3.86,-8.21,7.93,-9.59,9.59,-8.21,7.93,15.08,0.08,15.17,-0.09,1.38,-1.65
29650993,0.00,5.00,-0.00,4.10,-8.21,7.99,-9.59,9.59,-8.21,7.99,15.08,0.08,15.17,-0.09,1.38,-1.60
29683627,0.00,5.00,-0.00,3.97,-8.24,7.99,-9.59,9.59,-8.24,7.99,15.08,0.07,15.17,-0.09,1.35,-1.60
