t,v_ref,w_ref,v,w,omega_L,omega_R,u_L,u_R,w_L,w_R,theta1_L,theta2_L,theta1_R,theta2_R,e_L,e_R
38438146,1.020000,0.100000,0.000000,0.0,0.5012,0.0,0.2000,0.0240,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70394127,1.020000,0.100000,0.000000,0.0,0.5012,0.0,0.1600,0.0192,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91698114,1.020000,0.119200,0.001280,0.0,0.4595,0.0,0.1280,0.0230,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123654122,1.020000,0.119200,0.001280,0.0,0.4595,0.0,0.1024,0.0184,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155610118,1.020000,0.119200,0.001280,0.0,0.4595,0.0,0.0819,0.0147,0.0010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187566135,1.020000,0.119200,0.001280,0.0,0.4595,0.0,0.0655,0.0118,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
